date,total,females,registered,leisure,locals,PRCP,SNOW,TMAX,TMIN,AWND,note
10/18/2013,5445,1023,4246,4475,3911,0.5,0,21.1,13.3,55,
10/19/2013,5076,676,2570,3414,2527,0,0,19.4,10,38,
10/20/2013,4223,598,2333,3018,2294,0,0,17.8,9.4,52,
10/21/2013,4840,969,4031,4227,3644,0,0,20,7.2,36,
10/22/2013,4933,1030,4252,4364,3830,0,0,21.7,8.9,47,
10/23/2013,4808,1034,4090,4269,3708,0,0,11.7,7.8,26,
10/24/2013,4761,965,4023,4166,3672,0,0,13.3,6.1,61,
10/25/2013,4191,788,3512,3658,3217,0,0,11.1,3.9,47,
10/26/2013,3052,487,1949,2298,1909,0,0,13.9,2.8,59,
10/27/2013,2896,479,1918,2206,1885,0.8,0,13.9,6.7,56,
10/28/2013,4039,831,3555,3605,3192,0,0,15.6,3.9,55,
10/29/2013,4023,831,3590,3620,3232,0,0,9.4,1.7,31,
10/30/2013,3865,783,3366,3447,3041,1.3,0,11.7,3.9,17,
10/31/2013,3981,769,3433,3499,3141,0.8,0,17.2,4.4,37,
11/1/2013,4017,721,3392,3471,3090,0.8,0,22.2,15.6,94,
11/2/2013,4741,664,2498,3277,2446,0,0,18.9,10,21,
11/3/2013,1951,327,1469,1633,1454,0.8,0,11.7,1.1,48,
11/4/2013,3377,708,3054,3046,2761,0,0,5.6,-0.5,39,
11/5/2013,3815,790,3366,3404,3059,0,0,8.9,0,33,
11/6/2013,4082,917,3691,3661,3329,0,0,16.1,5.6,48,
11/7/2013,2657,529,2492,2442,2252,5.6,0,20,6.1,62,
11/8/2013,3611,769,3198,3173,2879,0,0,10,3.3,60,
11/9/2013,2387,420,1631,1792,1584,0,0,8.3,1.7,52,
11/10/2013,2323,442,1678,1854,1635,0.8,0,14.4,5.6,51,
11/11/2013,3145,635,2724,2782,2504,0,0,11.7,5,57,
11/12/2013,2353,444,2201,2159,1988,2,0,10,-1.6,61,
11/13/2013,2792,621,2617,2565,2371,0,0,3.3,-3.2,57,
11/14/2013,3246,690,3015,2938,2714,0,0,11.1,-1,53,
11/15/2013,3958,786,3365,3401,3101,0,0,16.7,3.3,39,
11/16/2013,3099,490,1919,2341,1879,0,0,15,4.4,24,
11/17/2013,2203,341,1456,1771,1412,1,0,12.8,3.3,15,
11/18/2013,3158,573,2782,2817,2553,3.8,0,19.4,10,60,
11/19/2013,2726,523,2550,2492,2303,0,0,10,0,75,
11/20/2013,2525,496,2356,2311,2118,0,0,6.1,-1.6,43,
11/21/2013,2525,495,2338,2237,2118,0,0,8.9,-1.6,31,
11/22/2013,1513,277,1407,1357,1290,6.4,0,8.9,5.6,22,
11/23/2013,1524,275,1102,1190,1073,0,0,10,-0.5,72,
11/24/2013,673,155,585,584,565,0,0,-0.5,-6,100,
11/25/2013,1342,274,1287,1222,1172,0,0,1.1,-7.7,56,
11/26/2013,1358,276,1301,1218,1167,2.5,0,6.7,0,41,
11/27/2013,359,65,342,318,318,45.5,0,16.7,3.9,75,
11/28/2013,161,23,128,117,126,0,0,3.9,-2.7,79,
11/29/2013,236,45,203,184,200,0,0,1.7,-4.9,44,
11/30/2013,252,48,214,184,212,0,0,1.7,-6.6,33,
