ID,orig,dest,dist,time,speed
1966,17,101,2.62,17.6,8.9
1967,17,102,4.86,31.4,9.3
1968,17,103,3.65,22.6,9.7
1969,17,104,6.72,41.5,9.7
1970,17,105,5.96,39.5,9.1
1971,17,106,6.1,39.8,9.2
1972,17,107,6.47,41.9,9.3
1973,17,108,6.34,40.2,9.5
1974,17,109,6.54,41.3,9.5
1975,17,110,1.95,10.2,11.4
1976,17,111,4.82,29.2,9.9
1977,17,112,4.65,28.2,9.9
1978,17,113,3.95,22.9,10.4
1979,17,114,4.82,28.6,10.1
1980,17,115,6.1,33.5,10.9
1981,17,116,3.94,22.1,10.7
1982,17,117,5.04,30.8,9.8
1983,17,118,5.82,32.4,10.8
1984,17,119,3.5,22.2,9.5
1985,17,120,5.09,30.9,9.9
1986,17,121,4.82,29.1,9.9
1987,17,122,4.39,27.8,9.5
1988,17,123,5.42,33.2,9.8
1989,17,124,5.78,34.1,10.2
1990,17,125,6.02,37.5,9.6
1991,17,126,3.41,20.8,9.9
1992,17,127,1.9,11.6,9.8
1993,17,128,2.88,20.0,8.6
1994,17,129,0.86,7.2,7.2
1995,17,130,1.71,13.3,7.7
1996,17,131,1.21,8.4,8.6
1997,17,132,1.29,11.4,6.7
1998,17,133,2.07,14.4,8.6
1999,17,134,2.78,17.5,9.5
2000,17,135,1.72,12.8,8.1
2001,17,136,2.79,19.9,8.4
2002,17,137,1.86,12.8,8.7
2003,17,138,2.12,14.8,8.6
2004,17,139,3.12,19.6,9.6
2005,17,140,2.86,20.1,8.5
2006,17,141,3.07,20.7,8.9
2007,17,142,3.48,22.6,9.2
2008,17,143,2.82,20.1,8.4
2009,17,144,3.18,20.3,9.4
2010,17,145,2.4,16.3,8.8
2011,18,19,2.72,15.6,10.4
2012,18,20,5.63,34.6,9.8
2013,18,21,4.02,25.4,9.5
2014,18,22,5.13,31.7,9.7
2015,18,23,4.99,29.4,10.2
2016,18,24,5.64,34.8,9.7
2017,18,25,4.67,29.0,9.6
2018,18,26,4.63,29.4,9.5
2019,18,27,4.54,26.6,10.3
2020,18,29,0.28,1.9,8.8
2021,18,30,3.08,19.8,9.3
2022,18,31,6.01,37.3,9.7
2023,18,32,3.02,19.6,9.3
2024,18,33,2.56,16.5,9.3
2025,18,34,2.93,20.3,8.7
2026,18,35,4.86,29.3,9.9
2027,18,36,3.77,24.2,9.3
2028,18,37,1.44,7.3,11.8
2029,18,38,5.03,29.7,10.2
2030,18,39,4.97,31.9,9.3
2031,18,40,5.8,33.8,10.3
2032,18,41,1.28,9.4,8.2
2033,18,42,4.19,23.9,10.5
2034,18,43,5.4,34.2,9.5
2035,18,44,5.36,32.1,10.0
2036,18,45,3.34,20.5,9.8
2037,18,46,4.32,26.9,9.7
2038,18,47,5.35,32.5,9.9
2039,18,48,5.39,33.7,9.6
2040,18,49,4.65,27.6,10.1
2041,18,50,3.96,23.8,10.0
2042,18,51,5.29,33.5,9.5
2043,18,52,3.89,23.3,10.0
2044,18,53,3.83,21.8,10.5
2045,18,54,4.86,29.5,9.9
2046,18,55,4.08,25.9,9.5
2047,18,56,5.92,37.8,9.4
2048,18,57,4.73,29.2,9.7
2049,18,58,3.83,20.8,11.1
2050,18,59,4.95,29.9,9.9
2051,18,60,4.24,23.9,10.7
2052,18,61,3.91,23.9,9.8
2053,18,62,2.44,16.0,9.1
2054,18,63,5.76,37.3,9.3
2055,18,64,5.39,33.1,9.8
2056,18,65,6.5,40.1,9.7
2057,18,66,1.25,8.0,9.4
2058,18,67,2.59,15.8,9.8
2059,18,68,1.8,11.8,9.2
2060,18,69,1.91,11.2,10.2
2061,18,70,0.79,6.3,7.5
2062,18,71,2.02,14.2,8.6
2063,18,72,3.0,19.1,9.4
2064,18,73,0.96,8.0,7.2
2065,18,74,1.56,11.3,8.3
2066,18,75,2.0,12.6,9.5
2067,18,76,1.67,11.1,9.1
2068,18,77,2.66,20.4,7.8
2069,18,78,2.28,15.4,8.8
2070,18,79,1.72,12.0,8.6
2071,18,80,2.66,16.1,9.9
2072,18,81,4.59,27.3,10.1
2073,18,82,2.54,15.5,9.8
2074,18,83,6.06,38.2,9.5
2075,18,84,4.6,25.5,10.8
2076,18,85,6.99,42.9,9.8
2077,18,86,2.69,17.4,9.3
2078,18,87,1.07,6.9,9.2
2079,18,88,2.38,16.8,8.5
2080,18,89,1.31,9.6,8.2
2081,18,90,3.45,21.8,9.5
2082,18,91,2.53,17.6,8.6
2083,18,92,9.15,54.9,10.0
2084,18,93,7.72,47.9,9.7
2085,18,94,5.92,33.1,10.7
2086,18,95,2.56,17.4,8.8
2087,18,96,1.48,11.4,7.7
2088,18,97,0.88,6.6,8.0
2089,18,98,5.57,30.6,10.9
2090,18,99,5.47,33.4,9.8
2091,18,100,5.88,37.5,9.4
2092,18,101,2.9,19.0,9.2
2093,18,102,5.14,32.7,9.4
2094,18,103,3.93,23.9,9.8
2095,18,104,7.0,42.9,9.8
2096,18,105,6.24,40.8,9.2
2097,18,106,6.38,41.2,9.3
2098,18,107,6.75,43.3,9.4
2099,18,108,6.62,41.6,9.5
2100,18,109,6.45,39.9,9.7
2101,18,110,1.39,7.0,11.8
2102,18,111,5.1,30.6,10.0
2103,18,112,4.93,29.6,10.0
2104,18,113,4.23,24.2,10.5
2105,18,114,5.09,30.0,10.2
2106,18,115,6.38,34.8,11.0
2107,18,116,4.22,23.4,10.8
2108,18,117,5.31,32.1,9.9
2109,18,118,6.09,33.8,10.8
2110,18,119,3.78,23.6,9.6
2111,18,120,4.53,27.6,9.8
2112,18,121,4.25,25.9,9.8
2113,18,122,3.83,24.6,9.4
2114,18,123,4.85,30.0,9.7
2115,18,124,5.21,30.9,10.1
2116,18,125,4.34,26.8,9.7
2117,18,126,2.84,17.5,9.7
2118,18,127,1.34,8.3,9.6
2119,18,128,2.95,19.9,8.9
2120,18,129,0.93,7.1,7.9
2121,18,130,1.78,13.2,8.1
2122,18,131,1.98,12.0,9.9
2123,18,132,1.36,11.4,7.2
2124,18,133,2.15,14.4,9.0
2125,18,134,2.85,17.5,9.8
2126,18,135,1.8,12.7,8.5
2127,18,136,2.87,19.9,8.7
2128,18,137,1.93,12.7,9.1
2129,18,138,2.19,14.7,8.9
2130,18,139,3.2,19.5,9.8
2131,18,140,2.93,20.1,8.8
2132,18,141,3.15,20.6,9.1
2133,18,142,3.56,22.6,9.4
2134,18,143,2.9,20.0,8.7
2135,18,144,3.25,20.2,9.6
2136,18,145,2.47,16.2,9.2
2137,19,20,3.41,24.5,8.4
2138,19,21,1.39,11.0,7.6
2139,19,22,2.91,21.6,8.1
2140,19,23,3.0,21.4,8.4
2141,19,24,3.42,24.7,8.3
2142,19,25,1.91,15.2,7.5
2143,19,26,2.33,18.1,7.7
2144,19,27,1.6,12.0,8.0
2145,19,29,2.01,17.6,6.8
2146,19,30,1.4,9.8,8.6
2147,19,31,3.79,27.2,8.4
2148,19,32,0.48,4.6,6.3
2149,19,33,0.53,7.8,4.1
2150,19,34,0.36,3.8,5.6
2151,19,35,2.64,19.2,8.2
2152,19,36,1.62,12.8,7.6
2153,19,37,2.72,16.1,10.1
2154,19,38,3.82,26.6,8.6
2155,19,39,2.35,18.5,7.6
2156,19,40,4.59,30.7,9.0
2157,19,41,1.3,9.0,8.7
2158,19,42,1.97,13.8,8.6
2159,19,43,3.18,24.1,7.9
2160,19,44,4.16,29.1,8.6
2161,19,45,0.67,6.3,6.3
2162,19,46,1.29,10.1,7.6
2163,19,47,4.14,29.5,8.4
2164,19,48,3.17,23.6,8.1
2165,19,49,2.43,17.6,8.3
2166,19,50,1.79,12.7,8.5
2167,19,51,1.99,16.2,7.4
2168,19,52,1.29,9.8,7.9
2169,19,53,1.06,10.8,5.9
2170,19,54,2.64,19.5,8.1
2171,19,55,1.02,8.7,7.1
2172,19,56,2.2,17.9,7.4
2173,19,57,1.68,14.3,7.1
2174,19,58,2.62,17.7,8.9
2175,19,59,2.73,19.8,8.3
2176,19,60,3.03,20.8,8.7
2177,19,61,1.3,10.3,7.6
2178,19,62,0.91,7.3,7.4
2179,19,63,3.23,25.9,7.5
2180,19,64,3.18,23.0,8.3
2181,19,65,4.28,30.0,8.6
2182,19,66,2.0,12.4,9.7
2183,19,67,1.77,14.5,7.3
2184,19,68,1.74,15.1,6.9
2185,19,69,1.03,7.3,8.5
2186,19,70,2.43,20.5,7.1
2187,19,71,3.56,26.6,8.0
2188,19,72,3.32,22.2,9.0
2189,19,73,2.61,22.7,6.9
2190,19,74,2.63,22.1,7.1
2191,19,75,1.65,14.1,7.0
2192,19,76,1.87,15.9,7.0
2193,19,77,5.3,35.9,8.8
2194,19,78,4.64,30.3,9.2
2195,19,79,3.09,23.9,7.8
2196,19,80,1.99,16.2,7.4
2197,19,81,2.37,17.2,8.3
2198,19,82,1.77,13.2,8.0
2199,19,83,2.91,22.5,7.8
2200,19,84,3.12,22.1,8.5
2201,19,85,3.38,26.4,7.7
2202,19,86,1.42,8.9,9.6
2203,19,87,1.74,15.7,6.7
2204,19,88,2.69,21.7,7.4
2205,19,89,2.96,24.2,7.3
2206,19,90,3.39,23.4,8.7
2207,19,91,2.33,18.7,7.5
2208,19,92,5.61,37.8,8.9
2209,19,93,3.93,30.9,7.6
2210,19,94,4.32,30.2,8.6
2211,19,95,2.39,19.4,7.4
2212,19,96,2.55,22.3,6.9
2213,19,97,1.96,17.4,6.7
2214,19,98,3.97,27.7,8.6
2215,19,99,2.92,21.6,8.1
2216,19,100,2.16,17.6,7.4
2217,19,101,0.44,4.7,5.7
2218,19,102,2.3,18.1,7.6
2219,19,103,1.32,10.4,7.6
2220,19,104,3.37,26.4,7.7
2221,19,105,2.57,21.4,7.2
2222,19,106,3.85,29.9,7.7
2223,19,107,4.22,31.9,7.9
2224,19,108,3.25,24.3,8.0
2225,19,109,3.36,26.3,7.7
2226,19,110,2.67,15.8,10.1
2227,19,111,3.89,27.6,8.5
2228,19,112,2.71,19.5,8.3
2229,19,113,3.02,21.2,8.5
2230,19,114,3.88,27.0,8.6
2231,19,115,4.77,32.0,9.0
2232,19,116,3.01,20.4,8.8
2233,19,117,3.09,22.1,8.4
2234,19,118,4.49,30.9,8.7
2235,19,119,1.64,12.2,8.1
2236,19,120,3.13,20.0,9.4
2237,19,121,2.86,18.3,9.4
2238,19,122,2.44,16.9,8.6
2239,19,123,2.75,19.2,8.6
2240,19,124,3.22,21.3,9.1
2241,19,125,2.2,15.8,8.4
2242,19,126,2.07,15.2,8.2
2243,19,127,1.4,8.9,9.4
2244,19,128,2.33,18.8,7.4
2245,19,129,2.01,17.9,6.7
2246,19,130,2.86,24.0,7.1
2247,19,131,1.21,12.0,6.1
2248,19,132,3.01,26.0,6.9
2249,19,133,3.22,25.2,7.7
2250,19,134,4.5,32.1,8.4
2251,19,135,2.29,18.2,7.5
2252,19,136,2.38,19.0,7.5
2253,19,137,3.58,27.4,7.8
2254,19,138,3.84,29.4,7.8
2255,19,139,4.85,34.2,8.5
2256,19,140,4.58,34.7,7.9
2257,19,141,4.8,35.3,8.1
2258,19,142,5.21,37.3,8.4
2259,19,143,4.3,33.2,7.8
2260,19,144,4.9,34.9,8.4
2261,19,145,4.12,30.9,8.0
2262,20,21,2.53,18.1,8.4
2263,20,22,0.54,5.2,6.3
2264,20,23,0.44,4.1,6.4
2265,20,24,0.79,7.0,6.8
2266,20,25,2.41,16.8,8.6
2267,20,26,1.91,13.6,8.4
2268,20,27,3.43,22.8,9.0
2269,20,29,5.07,28.6,10.6
2270,20,30,3.94,25.4,9.3
2271,20,31,1.16,9.5,7.3
2272,20,32,3.62,21.3,10.2
2273,20,33,3.08,18.8,9.8
2274,20,34,3.5,22.9,9.2
2275,20,35,0.78,5.5,8.4
2276,20,36,2.0,13.3,9.0
2277,20,37,6.77,37.3,10.9
2278,20,38,1.16,7.0,9.9
2279,20,39,2.24,15.8,8.5
2280,20,40,0.36,2.3,9.4
2281,20,41,4.76,27.8,10.3
2282,20,42,1.51,13.7,6.6
2283,20,43,0.35,2.4,8.6
2284,20,44,0.41,3.5,7.2
2285,20,45,3.36,20.0,10.1
2286,20,46,2.81,19.7,8.5
2287,20,47,0.34,3.5,5.8
2288,20,48,0.47,3.6,7.9
2289,20,49,1.35,9.4,8.6
2290,20,50,2.34,16.4,8.6
2291,20,51,2.6,18.2,8.6
2292,20,52,2.76,17.9,9.3
2293,20,53,2.7,17.6,9.2
2294,20,54,1.0,7.4,8.1
2295,20,55,2.95,20.7,8.6
2296,20,56,3.05,22.9,8.0
2297,20,57,2.48,16.9,8.8
2298,20,58,1.79,11.8,9.0
2299,20,59,0.85,7.0,7.3
2300,20,60,1.15,10.7,6.4
2301,20,61,2.78,18.5,9.0
2302,20,62,4.24,27.0,9.4
2303,20,63,1.73,10.9,9.5
2304,20,64,0.8,6.5,7.4
2305,20,65,1.65,12.3,8.1
2306,20,66,5.38,31.8,10.1
2307,20,67,3.15,21.6,8.8
2308,20,68,3.81,22.8,10.0
2309,20,69,4.51,29.2,9.3
2310,20,70,5.87,34.1,10.3
2311,20,71,4.16,24.7,10.1
2312,20,72,2.5,15.2,9.9
2313,20,73,4.58,28.8,9.6
2314,20,74,4.51,26.4,10.3
2315,20,75,3.61,21.8,9.9
2316,20,76,3.91,24.7,9.5
2317,20,77,3.92,24.9,9.4
2318,20,78,3.26,19.3,10.1
2319,20,79,3.69,21.9,10.1
2320,20,80,2.95,18.2,9.7
2321,20,81,1.28,9.0,8.5
2322,20,82,4.82,30.7,9.4
2323,20,83,2.96,20.3,8.7
2324,20,84,2.08,13.6,9.2
2325,20,85,2.71,19.9,8.2
2326,20,86,4.61,28.3,9.8
2327,20,87,5.58,31.3,10.7
2328,20,88,3.29,19.8,10.0
2329,20,89,4.56,27.1,10.1
2330,20,90,2.02,12.4,9.7
2331,20,91,2.94,18.1,9.7
2332,20,92,4.87,31.9,9.2
2333,20,93,3.44,24.9,8.3
2334,20,94,1.77,11.2,9.5
2335,20,95,2.92,17.3,10.1
2336,20,96,4.09,24.1,10.2
2337,20,97,5.4,31.0,10.5
2338,20,98,1.4,8.7,9.7
2339,20,99,0.33,3.9,5.1
2340,20,100,3.18,21.9,8.7
2341,20,101,3.41,21.6,9.5
2342,20,102,2.29,15.9,8.6
2343,20,103,2.8,18.6,9.0
2344,20,104,2.72,19.9,8.2
2345,20,105,3.11,22.2,8.4
2346,20,106,2.38,18.2,7.8
2347,20,107,2.74,20.4,8.1
2348,20,108,3.51,24.9,8.4
2349,20,109,3.81,26.7,8.6
2350,20,110,6.72,37.0,10.9
2351,20,111,1.07,6.6,9.7
2352,20,112,0.6,5.0,7.2
2353,20,113,1.11,9.5,7.0
2354,20,114,1.1,6.8,9.8
2355,20,115,2.15,12.2,10.6
2356,20,116,1.62,11.0,8.8
2357,20,117,0.32,2.6,7.4
2358,20,118,1.86,11.2,10.0
2359,20,119,2.06,13.9,8.9
2360,20,120,5.93,37.0,9.6
2361,20,121,5.27,33.5,9.4
2362,20,122,4.7,31.2,9.1
2363,20,123,4.59,29.9,9.2
2364,20,124,5.06,32.1,9.5
2365,20,125,4.04,26.6,9.1
2366,20,126,5.74,36.3,9.5
2367,20,127,4.88,30.9,9.5
2368,20,128,2.63,17.5,9.0
2369,20,129,5.45,31.5,10.4
2370,20,130,4.1,24.2,10.1
2371,20,131,4.44,28.4,9.4
2372,20,132,4.32,26.2,9.9
2373,20,133,4.82,29.6,9.8
2374,20,134,5.54,32.2,10.3
2375,20,135,3.71,22.2,10.0
2376,20,136,2.55,17.0,9.0
2377,20,137,4.67,27.8,10.1
2378,20,138,4.5,26.3,10.3
2379,20,139,5.88,34.3,10.3
2380,20,140,5.68,34.6,9.9
2381,20,141,5.9,35.2,10.0
2382,20,142,6.33,37.6,10.1
2383,20,143,4.48,27.9,9.6
2384,20,144,5.94,35.0,10.2
2385,20,145,5.24,30.9,10.2
2386,21,22,2.0,14.2,8.5
2387,21,23,2.09,13.9,9.0
2388,21,24,2.51,17.3,8.7
2389,21,25,0.52,4.3,7.3
2390,21,26,0.93,7.2,7.8
2391,21,27,1.46,9.5,9.2
2392,21,29,3.29,21.0,9.4
2393,21,30,1.49,8.3,10.8
2394,21,31,2.88,19.8,8.7
2395,21,32,1.32,8.2,9.6
2396,21,33,1.06,9.2,6.9
2397,21,34,1.15,7.5,9.3
2398,21,35,1.73,11.8,8.8
2399,21,36,0.71,4.7,9.2
2400,21,37,3.91,24.2,9.7
2401,21,38,2.78,19.1,8.7
2402,21,39,0.83,6.5,7.6
2403,21,40,2.83,19.1,8.9
2404,21,41,2.49,17.1,8.8
2405,21,42,1.07,6.7,9.5
2406,21,43,2.27,16.7,8.2
2407,21,44,2.35,16.7,8.5
2408,21,45,1.29,8.5,9.1
2409,21,46,0.28,1.7,9.6
2410,21,47,2.8,20.3,8.3
2411,21,48,2.26,16.2,8.4
2412,21,49,1.52,10.2,9.0
2413,21,50,0.89,5.2,10.2
2414,21,51,1.06,8.0,8.0
2415,21,52,0.33,2.0,9.9
2416,21,53,0.67,6.1,6.6
2417,21,54,1.73,12.1,8.6
2418,21,55,0.43,4.0,6.5
2419,21,56,1.69,12.2,8.3
2420,21,57,0.5,3.6,8.3
2421,21,58,1.59,10.2,9.3
2422,21,59,1.82,12.4,8.8
2423,21,60,1.99,13.3,9.0
2424,21,61,0.39,2.2,10.6
2425,21,62,1.79,9.8,10.9
2426,21,63,1.84,15.0,7.4
2427,21,64,2.27,15.6,8.7
2428,21,65,3.37,22.6,9.0
2429,21,66,3.49,22.7,9.2
2430,21,67,1.27,11.3,6.8
2431,21,68,1.93,14.1,8.2
2432,21,69,2.52,17.6,8.6
2433,21,70,3.82,24.4,9.4
2434,21,71,3.48,23.8,8.8
2435,21,72,2.73,16.3,10.1
2436,21,73,4.01,26.6,9.0
2437,21,74,2.88,18.9,9.2
2438,21,75,1.73,13.0,7.9
2439,21,76,2.05,14.8,8.3
2440,21,77,4.7,29.9,9.4
2441,21,78,4.05,24.3,10.0
2442,21,79,3.0,21.0,8.6
2443,21,80,1.65,12.4,8.0
2444,21,81,1.46,9.8,8.9
2445,21,82,2.38,13.5,10.6
2446,21,83,1.82,12.7,8.6
2447,21,84,2.52,16.1,9.4
2448,21,85,2.52,19.1,7.9
2449,21,86,2.17,11.2,11.7
2450,21,87,3.54,21.7,9.8
2451,21,88,2.61,18.9,8.3
2452,21,89,3.31,21.3,9.3
2453,21,90,2.8,17.5,9.6
2454,21,91,1.99,14.9,8.0
2455,21,92,4.52,28.0,9.7
2456,21,93,2.85,21.1,8.1
2457,21,94,3.68,22.5,9.8
2458,21,95,2.44,17.6,8.3
2459,21,96,2.77,18.7,8.9
2460,21,97,3.35,21.4,9.4
2461,21,98,3.33,20.0,10.0
2462,21,99,2.01,14.2,8.5
2463,21,100,1.65,12.0,8.3
2464,21,101,1.22,7.8,9.4
2465,21,102,0.9,7.2,7.6
2466,21,103,0.42,2.3,10.8
2467,21,104,2.53,19.1,7.9
2468,21,105,2.01,15.3,7.9
2469,21,106,2.46,18.9,7.8
2470,21,107,2.83,20.9,8.1
2471,21,108,2.39,16.1,8.9
2472,21,109,2.59,17.1,9.1
2473,21,110,3.86,23.9,9.7
2474,21,111,2.85,20.1,8.5
2475,21,112,1.8,12.1,8.9
2476,21,113,1.98,13.7,8.7
2477,21,114,2.85,19.5,8.8
2478,21,115,4.14,24.3,10.2
2479,21,116,1.49,9.6,9.4
2480,21,117,2.18,14.6,9.0
2481,21,118,3.85,23.2,9.9
2482,21,119,0.73,4.1,10.7
2483,21,120,3.53,20.8,10.2
2484,21,121,3.25,19.1,10.2
2485,21,122,2.73,17.9,9.2
2486,21,123,2.61,16.6,9.4
2487,21,124,3.08,18.8,9.8
2488,21,125,2.06,13.3,9.3
2489,21,126,3.29,19.1,10.3
2490,21,127,2.89,19.2,9.0
2491,21,128,1.99,15.1,7.9
2492,21,129,3.4,21.8,9.3
2493,21,130,3.08,20.5,9.0
2494,21,131,2.56,18.3,8.4
2495,21,132,3.33,23.2,8.6
2496,21,133,4.62,29.1,9.5
2497,21,134,4.85,29.2,10.0
2498,21,135,2.46,17.5,8.5
2499,21,136,2.04,15.2,8.0
2500,21,137,3.94,24.4,9.7
2501,21,138,3.82,25.4,9.0
2502,21,139,5.2,31.2,10.0
2503,21,140,4.93,31.8,9.3
2504,21,141,5.15,32.4,9.5
2505,21,142,5.56,34.3,9.7
2506,21,143,4.22,30.3,8.3
2507,21,144,5.26,32.0,9.9
2508,21,145,4.48,27.9,9.6
2509,22,23,0.8,6.5,7.4
2510,22,24,0.53,3.2,9.8
2511,22,25,2.08,15.1,8.2
2512,22,26,1.47,11.7,7.5
2513,22,27,3.23,21.7,9.0
2514,22,29,5.15,29.6,10.4
2515,22,30,3.74,24.4,9.2
2516,22,31,0.9,5.8,9.3
2517,22,32,3.97,24.9,9.6
2518,22,33,2.89,19.6,8.8
2519,22,34,3.88,25.6,9.1
2520,22,35,0.68,4.9,8.3
2521,22,36,1.8,12.3,8.8
2522,22,37,6.85,38.2,10.7
2523,22,38,1.64,9.8,10.1
2524,22,39,1.91,14.1,8.2
2525,22,40,0.84,5.1,10.0
2526,22,41,4.56,26.7,10.2
2527,22,42,1.31,12.7,6.2
2528,22,43,0.29,2.6,6.6
2529,22,44,0.65,5.2,7.6
2530,22,45,3.44,20.6,10.0
2531,22,46,2.61,18.6,8.4
2532,22,47,0.82,6.2,7.9
2533,22,48,0.28,2.1,7.8
2534,22,49,1.15,8.3,8.3
2535,22,50,2.14,15.3,8.4
2536,22,51,2.27,16.5,8.3
2537,22,52,2.57,16.8,9.2
2538,22,53,2.5,16.5,9.1
2539,22,54,0.8,6.3,7.6
2540,22,55,2.76,19.6,8.5
2541,22,56,2.71,20.3,8.0
2542,22,57,2.28,15.8,8.6
2543,22,58,1.59,10.8,8.9
2544,22,59,0.5,4.4,6.8
2545,22,60,1.51,13.1,7.0
2546,22,61,2.58,17.4,8.9
2547,22,62,4.04,25.9,9.4
2548,22,63,1.19,5.8,12.4
2549,22,64,0.26,1.4,11.5
2550,22,65,1.39,8.6,9.8
2551,22,66,5.18,30.7,10.1
2552,22,67,3.15,20.9,9.0
2553,22,68,3.81,23.7,9.7
2554,22,69,4.84,31.4,9.2
2555,22,70,5.68,33.0,10.3
2556,22,71,4.4,26.4,10.0
2557,22,72,2.74,16.9,9.7
2558,22,73,5.86,35.2,10.0
2559,22,74,4.75,28.1,10.1
2560,22,75,3.61,22.6,9.6
2561,22,76,3.93,24.4,9.7
2562,22,77,4.16,26.6,9.4
2563,22,78,3.5,21.1,10.0
2564,22,79,3.93,23.6,10.0
2565,22,80,3.19,19.9,9.6
2566,22,81,1.09,7.9,8.2
2567,22,82,4.63,29.6,9.4
2568,22,83,2.61,17.8,8.8
2569,22,84,2.32,15.3,9.1
2570,22,85,2.03,11.8,10.3
2571,22,86,4.41,27.2,9.7
2572,22,87,5.39,30.2,10.7
2573,22,88,3.53,21.5,9.9
2574,22,89,4.8,28.9,10.0
2575,22,90,2.25,14.2,9.6
2576,22,91,3.18,19.9,9.6
2577,22,92,4.19,23.8,10.6
2578,22,93,2.76,16.8,9.8
2579,22,94,2.25,13.9,9.7
2580,22,95,3.16,19.0,10.0
2581,22,96,4.33,25.8,10.1
2582,22,97,5.21,29.9,10.4
2583,22,98,1.89,11.5,9.9
2584,22,99,0.57,5.6,6.1
2585,22,100,2.85,20.1,8.5
2586,22,101,3.85,24.3,9.5
2587,22,102,1.92,14.2,8.1
2588,22,103,2.6,17.5,8.9
2589,22,104,2.04,11.8,10.3
2590,22,105,2.76,19.6,8.4
2591,22,106,1.7,10.1,10.1
2592,22,107,2.06,12.3,10.0
2593,22,108,2.83,16.9,10.1
2594,22,109,3.13,18.6,10.1
2595,22,110,6.79,37.9,10.7
2596,22,111,1.55,9.3,9.9
2597,22,112,0.41,3.9,6.2
2598,22,113,1.47,11.8,7.4
2599,22,114,1.58,9.5,10.0
2600,22,115,2.63,15.0,10.5
2601,22,116,1.42,9.9,8.6
2602,22,117,0.49,3.1,9.4
2603,22,118,2.34,13.9,10.1
2604,22,119,1.87,12.8,8.8
2605,22,120,5.73,35.9,9.6
2606,22,121,5.08,32.5,9.4
2607,22,122,4.51,30.1,9.0
2608,22,123,4.39,28.8,9.1
2609,22,124,4.86,31.0,9.4
2610,22,125,3.84,25.5,9.0
2611,22,126,5.54,35.2,9.4
2612,22,127,5.2,33.0,9.5
2613,22,128,2.87,19.2,9.0
2614,22,129,5.25,30.4,10.4
2615,22,130,4.34,25.9,10.0
2616,22,131,4.44,27.7,9.6
2617,22,132,4.56,27.9,9.8
2618,22,133,5.06,31.3,9.7
2619,22,134,5.78,33.9,10.2
2620,22,135,3.95,23.9,9.9
2621,22,136,2.79,18.7,9.0
2622,22,137,4.9,29.5,10.0
2623,22,138,4.74,28.0,10.1
2624,22,139,6.12,36.0,10.2
2625,22,140,5.92,36.3,9.8
2626,22,141,6.14,36.9,10.0
2627,22,142,6.57,39.3,10.0
2628,22,143,4.72,29.6,9.6
2629,22,144,6.18,36.7,10.1
2630,22,145,5.48,32.6,10.1
2631,23,24,1.28,8.1,9.5
2632,23,25,1.76,12.0,8.8
2633,23,26,1.79,12.5,8.6
2634,23,27,2.93,18.6,9.4
2635,23,29,4.7,25.3,11.1
2636,23,30,3.43,21.3,9.7
2637,23,31,1.65,10.6,9.3
2638,23,32,3.24,18.0,10.8
2639,23,33,2.7,15.5,10.5
2640,23,34,3.12,19.6,9.6
2641,23,35,0.51,2.7,11.2
2642,23,36,1.49,9.2,9.8
2643,23,37,6.4,34.0,11.3
2644,23,38,0.7,4.9,8.6
2645,23,39,2.12,14.7,8.6
2646,23,40,0.74,5.7,7.7
2647,23,41,4.15,23.4,10.6
2648,23,42,1.01,9.6,6.3
2649,23,43,1.04,7.5,8.3
2650,23,44,0.33,3.1,6.3
2651,23,45,2.98,16.6,10.8
2652,23,46,2.3,15.6,8.9
2653,23,47,0.35,3.7,5.7
2654,23,48,0.76,5.1,8.9
2655,23,49,0.84,5.2,9.7
2656,23,50,1.84,12.2,9.0
2657,23,51,2.48,17.1,8.7
2658,23,52,2.26,13.8,9.9
2659,23,53,2.2,13.4,9.8
2660,23,54,0.49,3.2,9.2
2661,23,55,2.45,16.5,8.9
2662,23,56,3.1,21.0,8.9
2663,23,57,1.97,12.8,9.3
2664,23,58,1.28,7.7,10.0
2665,23,59,0.97,5.6,10.4
2666,23,60,0.78,7.4,6.3
2667,23,61,2.28,14.3,9.5
2668,23,62,3.73,22.9,9.8
2669,23,63,1.77,9.7,10.9
2670,23,64,1.03,6.5,9.6
2671,23,65,2.14,13.4,9.6
2672,23,66,4.77,27.4,10.4
2673,23,67,2.74,17.6,9.3
2674,23,68,3.51,20.3,10.4
2675,23,69,4.14,25.9,9.6
2676,23,70,5.23,29.1,10.8
2677,23,71,3.87,22.1,10.5
2678,23,72,2.21,12.7,10.4
2679,23,73,5.32,29.5,10.8
2680,23,74,4.22,23.9,10.6
2681,23,75,3.31,19.2,10.3
2682,23,76,3.62,22.2,9.8
2683,23,77,3.62,22.4,9.7
2684,23,78,2.96,16.8,10.6
2685,23,79,3.39,19.4,10.5
2686,23,80,2.65,15.7,10.1
2687,23,81,0.78,4.8,9.7
2688,23,82,4.32,26.5,9.8
2689,23,83,3.08,19.0,9.7
2690,23,84,1.79,11.0,9.7
2691,23,85,2.72,16.4,9.9
2692,23,86,4.11,24.2,10.2
2693,23,87,4.95,26.4,11.3
2694,23,88,2.99,17.2,10.4
2695,23,89,4.26,24.6,10.4
2696,23,90,1.72,9.9,10.4
2697,23,91,2.64,15.6,10.2
2698,23,92,4.87,28.4,10.3
2699,23,93,3.44,21.4,9.6
2700,23,94,2.35,14.1,10.0
