ID,orig,dest,dist,time,speed
4980,45,64,2.82,19.6,8.6
4981,45,65,3.92,26.6,8.9
4982,45,66,2.47,16.4,9.1
4983,45,67,1.54,15.3,6.1
4984,45,68,2.2,18.1,7.3
4985,45,69,1.5,11.3,8.0
4986,45,70,3.68,21.4,10.3
4987,45,71,4.85,29.6,9.8
4988,45,72,3.01,20.2,8.9
4989,45,73,3.76,21.8,10.4
4990,45,74,3.88,23.0,10.1
4991,45,75,2.0,17.0,7.1
4992,45,76,2.33,18.8,7.4
4993,45,77,4.98,33.9,8.8
4994,45,78,4.32,28.3,9.1
4995,45,79,3.28,25.0,7.9
4996,45,80,1.92,16.4,7.0
4997,45,81,2.01,13.8,8.7
4998,45,82,2.21,13.6,9.8
4999,45,83,2.54,17.0,9.0
5000,45,84,2.8,20.1,8.3
5001,45,85,3.01,20.9,8.6
5002,45,86,1.75,10.2,10.3
5003,45,87,3.39,18.6,10.9
5004,45,88,2.88,22.9,7.6
5005,45,89,4.11,23.3,10.6
5006,45,90,3.08,21.4,8.6
5007,45,91,2.26,18.9,7.2
5008,45,92,5.24,32.3,9.7
5009,45,93,3.56,25.4,8.4
5010,45,94,4.23,26.5,9.6
5011,45,95,2.71,21.6,7.5
5012,45,96,3.8,23.1,9.8
5013,45,97,3.21,18.3,10.5
5014,45,98,3.88,24.0,9.7
5015,45,99,2.56,18.1,8.5
5016,45,100,2.31,18.1,7.7
5017,45,101,0.26,1.7,9.1
5018,45,102,1.93,13.7,8.4
5019,45,103,0.97,6.3,9.2
5020,45,104,3.0,20.9,8.6
5021,45,105,2.82,21.1,8.0
5022,45,106,3.48,25.4,8.2
5023,45,107,3.86,27.5,8.4
5024,45,108,3.49,23.9,8.7
5025,45,109,3.3,21.4,9.3
5026,45,110,3.32,20.9,9.5
5027,45,111,3.4,24.0,8.5
5028,45,112,2.35,16.1,8.8
5029,45,113,2.53,17.7,8.6
5030,45,114,3.4,23.5,8.7
5031,45,115,4.69,28.3,9.9
5032,45,116,2.04,13.5,9.1
5033,45,117,2.73,18.6,8.8
5034,45,118,4.4,27.2,9.7
5035,45,119,1.28,8.1,9.5
5036,45,120,3.36,20.9,9.7
5037,45,121,3.08,19.1,9.7
5038,45,122,2.66,17.8,9.0
5039,45,123,2.91,19.6,8.9
5040,45,124,3.37,21.8,9.3
5041,45,125,2.36,16.3,8.7
5042,45,126,2.54,19.3,7.9
5043,45,127,1.87,12.9,8.7
5044,45,128,2.26,19.1,7.1
5045,45,129,3.25,18.8,10.4
5046,45,130,4.11,24.9,9.9
5047,45,131,2.05,16.7,7.4
5048,45,132,4.16,25.1,9.9
5049,45,133,4.47,26.1,10.3
5050,45,134,5.65,31.2,10.9
5051,45,135,2.74,21.5,7.7
5052,45,136,2.31,19.2,7.2
5053,45,137,4.73,26.5,10.7
5054,45,138,4.99,28.5,10.5
5055,45,139,6.0,33.2,10.8
5056,45,140,5.73,33.8,10.2
5057,45,141,5.95,34.4,10.4
5058,45,142,6.36,36.3,10.5
5059,45,143,5.7,33.8,10.1
5060,45,144,6.05,34.0,10.7
5061,45,145,5.27,29.9,10.6
5062,46,47,2.93,20.6,8.6
5063,46,48,2.39,16.5,8.7
5064,46,49,1.66,10.4,9.5
5065,46,50,1.02,5.5,11.1
5066,46,51,1.31,10.2,7.7
5067,46,52,0.46,2.3,12.0
5068,46,53,0.53,5.5,5.8
5069,46,54,1.86,12.3,9.0
5070,46,55,0.27,2.8,5.8
5071,46,56,1.58,12.7,7.5
5072,46,57,0.39,4.2,5.6
5073,46,58,1.72,10.5,9.8
5074,46,59,1.95,12.7,9.2
5075,46,60,2.13,13.6,9.4
5076,46,61,0.53,2.5,12.5
5077,46,62,1.59,8.2,11.7
5078,46,63,2.16,16.5,7.9
5079,46,64,2.4,15.9,9.1
5080,46,65,3.51,22.9,9.2
5081,46,66,3.31,21.6,9.2
5082,46,67,1.13,10.7,6.3
5083,46,68,1.79,13.5,8.0
5084,46,69,2.34,16.5,8.5
5085,46,70,3.69,23.9,9.3
5086,46,71,3.34,23.2,8.6
5087,46,72,2.6,15.7,9.9
5088,46,73,3.87,26.1,8.9
5089,46,74,2.75,18.3,9.0
5090,46,75,1.59,12.5,7.6
5091,46,76,1.92,14.3,8.0
5092,46,77,4.57,29.4,9.3
5093,46,78,3.91,23.8,9.9
5094,46,79,2.87,20.5,8.4
5095,46,80,1.51,11.9,7.6
5096,46,81,1.6,10.1,9.5
5097,46,82,2.18,11.8,11.0
5098,46,83,1.62,11.3,8.6
5099,46,84,2.39,15.6,9.2
5100,46,85,2.09,15.2,8.2
5101,46,86,1.97,9.5,12.4
5102,46,87,3.4,21.1,9.7
5103,46,88,2.47,18.3,8.1
5104,46,89,3.18,20.7,9.2
5105,46,90,2.67,16.9,9.5
5106,46,91,1.85,14.4,7.7
5107,46,92,4.32,26.6,9.7
5108,46,93,2.64,19.7,8.0
5109,46,94,3.81,22.8,10.0
5110,46,95,2.3,17.0,8.1
5111,46,96,2.63,18.1,8.7
5112,46,97,3.22,20.8,9.3
5113,46,98,3.46,20.3,10.2
5114,46,99,2.14,14.4,8.9
5115,46,100,1.54,12.4,7.4
5116,46,101,1.04,6.7,9.3
5117,46,102,1.23,8.7,8.5
5118,46,103,0.55,2.6,12.5
5119,46,104,2.08,15.2,8.2
5120,46,105,1.9,15.4,7.4
5121,46,106,2.78,20.4,8.2
5122,46,107,3.15,22.4,8.4
5123,46,108,2.57,18.3,8.4
5124,46,109,2.38,15.7,9.1
5125,46,110,3.72,23.3,9.6
5126,46,111,2.99,20.4,8.8
5127,46,112,1.93,12.4,9.4
5128,46,113,2.12,14.0,9.1
5129,46,114,2.98,19.8,9.0
5130,46,115,4.27,24.6,10.4
5131,46,116,1.62,9.8,9.9
5132,46,117,2.32,14.9,9.3
5133,46,118,3.98,23.6,10.1
5134,46,119,0.86,4.4,11.8
5135,46,120,3.33,19.1,10.4
5136,46,121,3.05,17.4,10.5
5137,46,122,2.63,16.1,9.8
5138,46,123,2.4,15.4,9.3
5139,46,124,2.87,17.6,9.8
5140,46,125,1.85,12.1,9.2
5141,46,126,3.09,17.4,10.6
5142,46,127,2.71,18.2,8.9
5143,46,128,1.85,14.5,7.7
5144,46,129,3.27,21.3,9.2
5145,46,130,2.94,19.9,8.9
5146,46,131,2.42,17.7,8.2
5147,46,132,3.2,22.7,8.5
5148,46,133,4.48,28.6,9.4
5149,46,134,4.72,28.6,9.9
5150,46,135,2.33,16.9,8.3
5151,46,136,1.9,14.7,7.8
5152,46,137,3.8,23.9,9.5
5153,46,138,3.68,24.9,8.9
5154,46,139,5.07,30.7,9.9
5155,46,140,4.8,31.2,9.2
5156,46,141,5.01,31.8,9.5
5157,46,142,5.42,33.7,9.6
5158,46,143,4.08,29.8,8.2
5159,46,144,5.12,31.4,9.8
5160,46,145,4.34,27.4,9.5
5161,47,48,0.77,6.4,7.2
5162,47,49,1.23,9.3,8.0
5163,47,50,2.78,19.1,8.7
5164,47,51,2.67,19.1,8.4
5165,47,52,3.2,20.8,9.2
5166,47,53,2.91,18.3,9.5
5167,47,54,0.88,7.3,7.3
5168,47,55,3.17,22.4,8.5
5169,47,56,3.3,23.0,8.6
5170,47,57,2.37,16.8,8.4
5171,47,58,1.97,12.9,9.1
5172,47,59,1.06,8.1,7.9
5173,47,60,1.0,10.4,5.7
5174,47,61,2.99,20.8,8.7
5175,47,62,4.7,31.4,9.0
5176,47,63,2.03,13.8,8.8
5177,47,64,1.1,9.4,7.0
5178,47,65,1.95,15.2,7.7
5179,47,66,5.28,31.2,10.2
5180,47,67,2.85,19.8,8.6
5181,47,68,3.5,21.0,10.0
5182,47,69,4.94,31.9,9.3
5183,47,70,5.77,33.5,10.3
5184,47,71,3.86,22.9,10.1
5185,47,72,2.2,13.4,9.8
5186,47,73,4.28,27.0,9.5
5187,47,74,4.21,24.6,10.3
5188,47,75,3.3,20.0,9.9
5189,47,76,3.61,23.0,9.4
5190,47,77,3.61,23.1,9.4
5191,47,78,2.96,17.6,10.1
5192,47,79,3.38,20.1,10.1
5193,47,80,2.64,16.4,9.6
5194,47,81,1.17,8.9,7.9
5195,47,82,4.71,30.6,9.2
5196,47,83,3.17,21.4,8.9
5197,47,84,1.78,11.8,9.1
5198,47,85,3.01,22.7,8.0
5199,47,86,4.5,28.2,9.6
5200,47,87,5.49,30.7,10.7
5201,47,88,2.99,18.0,10.0
5202,47,89,4.25,25.4,10.1
5203,47,90,1.71,10.7,9.6
5204,47,91,2.64,16.4,9.7
5205,47,92,5.17,34.7,8.9
5206,47,93,3.74,27.7,8.1
5207,47,94,1.15,7.8,8.9
5208,47,95,2.62,15.5,10.1
5209,47,96,3.79,22.3,10.2
5210,47,97,5.3,30.4,10.5
5211,47,98,0.78,5.3,8.8
5212,47,99,0.44,5.1,5.2
5213,47,100,3.26,22.7,8.6
5214,47,101,3.95,24.8,9.6
5215,47,102,2.36,16.8,8.4
5216,47,103,3.02,20.9,8.7
5217,47,104,3.02,22.8,8.0
5218,47,105,3.32,23.3,8.6
5219,47,106,2.68,21.1,7.6
5220,47,107,3.04,23.2,7.9
5221,47,108,3.81,27.8,8.2
5222,47,109,4.11,29.6,8.3
5223,47,110,6.89,38.4,10.8
5224,47,111,0.35,3.4,6.1
5225,47,112,0.74,5.9,7.5
5226,47,113,0.96,9.2,6.2
5227,47,114,0.38,3.6,6.4
5228,47,115,1.53,8.8,10.4
5229,47,116,1.3,11.3,6.9
5230,47,117,0.72,5.8,7.5
5231,47,118,1.24,7.8,9.6
5232,47,119,3.08,21.1,8.7
5233,47,120,5.82,36.9,9.5
5234,47,121,5.16,33.5,9.3
5235,47,122,4.59,31.1,8.9
5236,47,123,4.48,29.8,9.0
5237,47,124,4.94,32.0,9.3
5238,47,125,3.93,26.5,8.9
5239,47,126,5.98,39.9,9.0
5240,47,127,5.3,33.5,9.5
5241,47,128,2.33,15.7,8.9
5242,47,129,5.35,30.9,10.4
5243,47,130,3.79,22.4,10.1
5244,47,131,4.14,26.6,9.3
5245,47,132,4.01,24.4,9.8
5246,47,133,4.51,27.8,9.7
5247,47,134,5.23,30.4,10.3
5248,47,135,3.4,20.4,10.0
5249,47,136,2.25,15.2,8.9
5250,47,137,4.36,26.0,10.1
5251,47,138,4.19,24.6,10.3
5252,47,139,5.58,32.5,10.3
5253,47,140,5.38,32.9,9.8
5254,47,141,5.59,33.5,10.0
5255,47,142,6.02,35.8,10.1
5256,47,143,4.17,26.1,9.6
5257,47,144,5.64,33.2,10.2
5258,47,145,4.93,29.1,10.2
5259,48,49,1.13,7.4,9.1
5260,48,50,2.12,14.4,8.8
5261,48,51,2.38,16.2,8.8
5262,48,52,2.54,15.9,9.6
5263,48,53,2.48,15.6,9.5
5264,48,54,0.78,5.4,8.6
5265,48,55,2.73,18.7,8.8
5266,48,56,3.01,20.1,9.0
5267,48,57,2.26,14.9,9.1
5268,48,58,1.57,9.9,9.5
5269,48,59,0.77,5.6,8.3
5270,48,60,1.11,10.3,6.5
5271,48,61,2.56,16.5,9.3
5272,48,62,4.02,25.0,9.6
5273,48,63,1.63,9.5,10.3
5274,48,64,0.7,5.1,8.3
5275,48,65,1.58,10.8,8.7
5276,48,66,5.16,29.8,10.4
5277,48,67,3.13,20.0,9.4
5278,48,68,3.77,22.4,10.1
5279,48,69,4.81,30.5,9.5
5280,48,70,5.65,32.1,10.6
5281,48,71,4.12,24.2,10.2
5282,48,72,2.46,14.8,10.0
5283,48,73,4.54,28.4,9.6
5284,48,74,4.48,26.0,10.3
5285,48,75,3.57,21.3,10.0
5286,48,76,3.87,24.3,9.6
5287,48,77,3.88,24.5,9.5
5288,48,78,3.22,18.9,10.2
5289,48,79,3.65,21.5,10.2
5290,48,80,2.91,17.8,9.8
5291,48,81,1.07,7.0,9.1
5292,48,82,4.6,28.7,9.6
5293,48,83,2.88,19.0,9.1
5294,48,84,2.05,13.1,9.4
5295,48,85,2.64,18.4,8.6
5296,48,86,4.39,26.3,10.0
5297,48,87,5.36,29.3,11.0
5298,48,88,3.25,19.3,10.1
5299,48,89,4.52,26.7,10.1
5300,48,90,1.98,12.0,9.9
5301,48,91,2.9,17.7,9.8
5302,48,92,4.8,30.4,9.5
5303,48,93,3.36,23.4,8.6
5304,48,94,2.61,16.2,9.7
5305,48,95,2.88,16.8,10.3
5306,48,96,4.05,23.6,10.3
5307,48,97,5.18,29.0,10.7
5308,48,98,2.26,13.7,9.9
5309,48,99,0.3,3.5,5.1
5310,48,100,2.96,19.9,8.9
5311,48,101,3.83,23.4,9.8
5312,48,102,2.07,13.9,8.9
5313,48,103,2.58,16.6,9.3
5314,48,104,2.65,18.4,8.6
5315,48,105,3.03,20.8,8.7
5316,48,106,2.31,16.8,8.3
5317,48,107,2.67,18.9,8.5
5318,48,108,3.44,23.5,8.8
5319,48,109,3.73,25.2,8.9
5320,48,110,6.77,37.0,11.0
5321,48,111,1.39,8.9,9.3
5322,48,112,0.38,3.0,7.6
5323,48,113,1.07,9.1,7.1
5324,48,114,0.93,7.1,7.9
5325,48,115,3.06,17.9,10.2
5326,48,116,1.4,9.0,9.3
5327,48,117,0.21,0.9,13.5
5328,48,118,2.78,16.9,9.9
5329,48,119,1.84,11.9,9.3
5330,48,120,5.71,35.0,9.8
5331,48,121,5.05,31.6,9.6
5332,48,122,4.48,29.2,9.2
5333,48,123,4.37,27.9,9.4
5334,48,124,4.84,30.1,9.6
5335,48,125,3.82,24.6,9.3
5336,48,126,5.52,34.3,9.6
5337,48,127,5.18,32.1,9.7
5338,48,128,2.59,17.1,9.1
5339,48,129,5.23,29.5,10.6
5340,48,130,4.06,23.8,10.2
5341,48,131,4.41,26.8,9.9
5342,48,132,4.28,25.8,10.0
5343,48,133,4.78,29.1,9.8
5344,48,134,5.5,31.8,10.4
5345,48,135,3.67,21.7,10.1
5346,48,136,2.51,16.5,9.1
5347,48,137,4.63,27.4,10.2
5348,48,138,4.46,25.9,10.3
5349,48,139,5.85,33.8,10.4
5350,48,140,5.65,34.2,9.9
5351,48,141,5.86,34.8,10.1
5352,48,142,6.29,37.1,10.2
5353,48,143,4.44,27.4,9.7
5354,48,144,5.9,34.6,10.2
5355,48,145,5.2,30.4,10.2
5356,49,50,0.48,4.1,7.0
5357,49,51,1.69,11.9,8.5
5358,49,52,1.19,7.3,9.8
5359,49,53,1.51,9.7,9.4
5360,49,54,0.65,5.2,7.5
5361,49,55,1.73,13.1,7.9
5362,49,56,2.32,16.2,8.6
5363,49,57,1.13,7.6,9.0
5364,49,58,0.6,3.9,9.1
5365,49,59,0.74,5.5,8.1
5366,49,60,1.29,8.7,8.9
5367,49,61,1.2,7.9,9.2
5368,49,62,2.89,17.6,9.8
5369,49,63,1.14,12.6,5.5
5370,49,64,1.19,8.8,8.1
5371,49,65,2.3,15.8,8.7
5372,49,66,4.19,23.9,10.5
5373,49,67,2.16,14.1,9.2
5374,49,68,2.82,16.8,10.0
5375,49,69,3.85,24.6,9.4
5376,49,70,4.68,26.2,10.7
5377,49,71,4.49,26.0,10.4
5378,49,72,3.61,18.5,11.7
5379,49,73,4.87,28.4,10.3
5380,49,74,4.89,27.8,10.6
5381,49,75,2.62,15.8,9.9
5382,49,76,2.94,17.6,10.0
5383,49,77,4.24,26.2,9.7
5384,49,78,3.59,20.6,10.4
5385,49,79,4.02,23.2,10.4
5386,49,80,2.54,15.2,10.0
5387,49,81,0.39,3.0,7.8
5388,49,82,3.48,21.3,9.8
5389,49,83,2.45,16.6,8.9
5390,49,84,2.41,14.8,9.7
5391,49,85,1.82,16.7,6.5
5392,49,86,3.26,18.9,10.3
5393,49,87,4.4,23.4,11.3
5394,49,88,3.62,21.0,10.3
5395,49,89,5.22,29.9,10.5
5396,49,90,2.34,13.7,10.2
5397,49,91,2.88,17.7,9.8
5398,49,92,4.94,30.5,9.7
5399,49,93,3.51,23.5,9.0
5400,49,94,2.97,17.9,10.0
5401,49,95,3.25,18.6,10.5
5402,49,96,4.81,27.9,10.3
5403,49,97,4.21,23.1,10.9
5404,49,98,2.63,15.4,10.2
5405,49,99,0.93,7.3,7.7
5406,49,100,2.28,15.9,8.6
5407,49,101,2.5,17.1,8.8
5408,49,102,1.53,11.1,8.3
5409,49,103,1.23,8.0,9.2
5410,49,104,1.83,16.7,6.6
5411,49,105,2.64,19.2,8.2
5412,49,106,1.76,16.5,6.4
5413,49,107,2.13,18.5,6.9
5414,49,108,3.02,20.0,9.1
5415,49,109,3.22,21.0,9.2
5416,49,110,5.8,31.1,11.2
5417,49,111,1.71,12.1,8.5
5418,49,112,0.72,5.3,8.3
5419,49,113,1.28,9.1,8.5
5420,49,114,1.71,11.5,8.9
5421,49,115,3.43,19.7,10.5
5422,49,116,0.43,3.1,8.3
5423,49,117,1.11,7.8,8.5
5424,49,118,3.14,18.6,10.1
5425,49,119,0.72,4.5,9.5
5426,49,120,4.58,27.6,10.0
5427,49,121,3.93,24.2,9.7
5428,49,122,3.36,21.8,9.2
5429,49,123,3.24,20.5,9.5
5430,49,124,3.71,22.7,9.8
5431,49,125,2.69,17.2,9.4
5432,49,126,4.39,26.9,9.8
5433,49,127,4.21,26.2,9.6
5434,49,128,3.88,20.6,11.3
5435,49,129,4.26,23.6,10.8
5436,49,130,5.11,29.7,10.3
5437,49,131,3.44,20.9,9.9
5438,49,132,4.65,27.5,10.1
5439,49,133,5.48,30.9,10.6
5440,49,134,5.87,33.5,10.5
5441,49,135,3.35,20.2,9.9
5442,49,136,2.88,18.3,9.5
5443,49,137,5.84,33.1,10.6
5444,49,138,4.83,27.6,10.5
5445,49,139,6.21,35.5,10.5
5446,49,140,6.01,35.9,10.0
5447,49,141,6.23,36.5,10.2
5448,49,142,6.66,38.9,10.3
5449,49,143,4.8,29.2,9.9
5450,49,144,6.27,36.3,10.4
5451,49,145,5.56,32.2,10.4
5452,50,51,1.5,12.8,7.0
5453,50,52,0.77,4.9,9.4
5454,50,53,1.11,8.0,8.3
5455,50,54,0.84,6.9,7.4
5456,50,55,0.96,7.7,7.6
5457,50,56,2.13,17.1,7.5
5458,50,57,0.94,8.5,6.6
5459,50,58,0.78,5.2,9.0
5460,50,59,0.94,7.2,7.8
5461,50,60,1.47,9.9,8.9
5462,50,61,0.79,5.5,8.6
5463,50,62,2.8,16.8,10.0
5464,50,63,1.74,14.6,7.1
5465,50,64,1.38,10.4,8.0
5466,50,65,2.49,17.4,8.6
5467,50,66,4.37,25.1,10.4
5468,50,67,2.34,15.3,9.2
5469,50,68,3.0,18.1,9.9
5470,50,69,2.84,19.7,8.7
5471,50,70,4.86,27.4,10.6
5472,50,71,4.67,27.2,10.3
5473,50,72,3.79,19.8,11.5
5474,50,73,5.05,29.6,10.2
5475,50,74,5.07,29.0,10.5
5476,50,75,2.8,17.1,9.8
5477,50,76,3.12,18.9,9.9
5478,50,77,4.42,27.5,9.7
5479,50,78,3.77,21.9,10.3
5480,50,79,4.19,24.5,10.3
5481,50,80,2.71,16.5,9.9
5482,50,81,0.58,4.7,7.5
5483,50,82,3.39,20.5,9.9
5484,50,83,2.26,17.6,7.7
5485,50,84,2.59,16.1,9.7
5486,50,85,2.98,20.2,8.9
5487,50,86,3.17,18.1,10.5
5488,50,87,4.58,24.7,11.1
5489,50,88,3.8,22.3,10.2
5490,50,89,5.4,31.1,10.4
5491,50,90,2.52,15.0,10.1
5492,50,91,3.06,19.0,9.7
5493,50,92,5.13,32.2,9.6
5494,50,93,3.7,25.2,8.8
5495,50,94,3.15,19.2,9.9
5496,50,95,3.43,19.8,10.4
5497,50,96,4.98,29.2,10.2
5498,50,97,4.39,24.4,10.8
5499,50,98,2.81,16.7,10.1
5500,50,99,1.12,9.0,7.5
5501,50,100,2.09,16.9,7.4
5502,50,101,1.83,12.8,8.6
5503,50,102,1.34,12.1,6.7
5504,50,103,0.81,5.6,8.7
5505,50,104,2.98,20.2,8.9
5506,50,105,2.44,20.2,7.3
5507,50,106,2.36,18.5,7.6
5508,50,107,2.73,20.6,8.0
5509,50,108,2.83,21.0,8.1
5510,50,109,3.02,22.0,8.2
5511,50,110,5.98,32.4,11.1
5512,50,111,1.91,13.8,8.3
5513,50,112,0.92,6.9,7.9
5514,50,113,1.46,10.3,8.5
5515,50,114,1.9,13.2,8.6
5516,50,115,3.61,20.9,10.3
5517,50,116,0.61,4.4,8.3
5518,50,117,1.3,9.4,8.3
5519,50,118,3.32,19.9,10.0
5520,50,119,0.16,4.2,2.3
5521,50,120,4.39,28.6,9.2
5522,50,121,3.74,25.2,8.9
5523,50,122,3.16,22.8,8.3
5524,50,123,3.05,21.5,8.5
5525,50,124,3.52,23.7,8.9
5526,50,125,2.5,18.2,8.2
5527,50,126,4.3,26.1,9.9
5528,50,127,3.21,21.3,9.0
5529,50,128,4.06,21.8,11.2
5530,50,129,4.44,24.9,10.7
5531,50,130,5.29,30.9,10.3
5532,50,131,3.63,22.1,9.8
5533,50,132,4.83,28.8,10.1
5534,50,133,5.66,32.1,10.6
5535,50,134,6.05,34.8,10.4
5536,50,135,3.53,21.5,9.9
5537,50,136,3.06,19.5,9.4
5538,50,137,6.02,34.4,10.5
5539,50,138,5.01,28.9,10.4
5540,50,139,6.39,36.8,10.4
5541,50,140,6.19,37.2,10.0
5542,50,141,6.41,37.8,10.2
5543,50,142,6.84,40.1,10.2
5544,50,143,4.98,30.4,9.8
5545,50,144,6.45,37.6,10.3
5546,50,145,5.74,33.4,10.3
5547,51,52,1.36,9.5,8.6
5548,51,53,1.43,12.7,6.8
5549,51,54,1.8,13.0,8.3
5550,51,55,1.16,9.9,7.0
5551,51,56,0.63,3.9,9.6
5552,51,57,0.71,5.3,8.1
5553,51,58,2.08,15.1,8.3
5554,51,59,1.66,13.0,7.6
5555,51,60,3.02,20.8,8.7
5556,51,61,1.42,9.7,8.8
5557,51,62,1.92,12.8,9.0
5558,51,63,1.6,12.2,7.8
5559,51,64,2.34,15.9,8.8
5560,51,65,2.97,21.0,8.5
5561,51,66,3.79,25.9,8.8
5562,51,67,2.03,17.9,6.8
5563,51,68,2.68,20.6,7.8
5564,51,69,2.82,20.9,8.1
5565,51,70,4.58,31.0,8.9
5566,51,71,4.23,30.4,8.4
5567,51,72,3.49,22.8,9.2
5568,51,73,4.77,33.2,8.6
5569,51,74,3.64,25.4,8.6
5570,51,75,2.48,19.6,7.6
5571,51,76,2.81,21.4,7.9
5572,51,77,5.46,36.5,9.0
5573,51,78,4.8,30.9,9.3
5574,51,79,3.76,27.6,8.2
5575,51,80,2.4,19.0,7.6
5576,51,81,1.61,11.9,8.1
5577,51,82,2.51,16.5,9.2
5578,51,83,1.08,6.5,9.9
5579,51,84,3.28,22.7,8.7
5580,51,85,1.55,10.4,8.9
5581,51,86,2.3,14.1,9.8
5582,51,87,4.29,28.2,9.1
5583,51,88,3.36,25.4,7.9
5584,51,89,4.07,27.8,8.8
5585,51,90,3.56,24.0,8.9
5586,51,91,2.75,21.5,7.7
5587,51,92,3.78,21.8,10.4
5588,51,93,2.1,15.0,8.4
5589,51,94,4.7,30.0,9.4
5590,51,95,3.19,24.1,7.9
5591,51,96,3.53,25.3,8.4
5592,51,97,4.11,27.9,8.8
5593,51,98,4.36,27.5,9.5
5594,51,99,2.08,15.1,8.3
5595,51,100,0.58,3.6,9.6
5596,51,101,1.93,13.8,8.4
5597,51,102,0.44,2.8,9.3
5598,51,103,1.44,9.8,8.9
5599,51,104,1.54,10.4,8.9
5600,51,105,0.84,6.5,7.8
5601,51,106,2.22,16.1,8.2
5602,51,107,2.59,18.2,8.5
5603,51,108,1.59,10.1,9.5
5604,51,109,1.84,11.0,10.1
5605,51,110,4.62,30.4,9.1
5606,51,111,2.86,19.9,8.6
5607,51,112,1.87,12.9,8.7
5608,51,113,3.01,21.1,8.5
5609,51,114,2.85,19.3,8.9
5610,51,115,5.16,31.7,9.8
5611,51,116,1.91,14.2,8.1
5612,51,117,2.26,15.3,8.9
5613,51,118,4.87,30.7,9.5
5614,51,119,1.38,10.3,8.0
5615,51,120,3.59,21.3,10.1
5616,51,121,2.94,17.9,9.8
5617,51,122,2.36,15.5,9.1
5618,51,123,2.17,12.3,10.6
5619,51,124,2.72,16.4,9.9
5620,51,125,1.7,10.9,9.3
5621,51,126,3.42,22.1,9.3
5622,51,127,3.19,22.5,8.5
5623,51,128,2.75,21.7,7.6
5624,51,129,4.16,28.4,8.8
5625,51,130,3.83,27.1,8.5
5626,51,131,3.31,24.9,8.0
5627,51,132,4.09,29.8,8.2
5628,51,133,5.37,35.7,9.0
5629,51,134,5.61,35.8,9.4
5630,51,135,3.22,24.1,8.0
5631,51,136,2.8,21.8,7.7
5632,51,137,4.69,31.0,9.1
5633,51,138,4.57,32.0,8.6
5634,51,139,5.96,37.8,9.5
5635,51,140,5.69,38.4,8.9
5636,51,141,5.91,39.0,9.1
5637,51,142,6.32,40.9,9.3
5638,51,143,4.97,36.9,8.1
5639,51,144,6.01,38.5,9.4
5640,51,145,5.23,34.5,9.1
5641,52,53,0.34,4.4,4.5
5642,52,54,1.55,12.9,7.2
5643,52,55,0.19,2.7,4.2
5644,52,56,2.01,16.4,7.3
5645,52,57,0.82,7.9,6.2
5646,52,58,1.29,9.1,8.5
5647,52,59,1.64,13.3,7.4
5648,52,60,1.7,12.2,8.4
5649,52,61,0.22,3.1,4.1
5650,52,62,2.02,11.9,10.2
5651,52,63,2.17,19.2,6.8
5652,52,64,2.09,16.5,7.6
5653,52,65,3.2,23.5,8.2
5654,52,66,2.78,19.4,8.6
5655,52,67,0.93,9.6,5.8
5656,52,68,1.59,12.4,7.7
5657,52,69,2.36,17.7,8.0
5658,52,70,3.49,22.8,9.2
5659,52,71,3.14,22.1,8.5
5660,52,72,2.4,14.6,9.8
5661,52,73,3.67,25.0,8.8
5662,52,74,2.55,17.2,8.9
5663,52,75,1.39,11.4,7.3
5664,52,76,1.72,13.2,7.8
5665,52,77,4.37,28.2,9.3
5666,52,78,3.71,22.7,9.8
5667,52,79,2.67,19.4,8.3
5668,52,80,1.31,10.8,7.3
5669,52,81,1.29,10.7,7.2
5670,52,82,2.61,15.6,10.1
5671,52,83,2.05,15.0,8.2
5672,52,84,2.19,14.5,9.1
5673,52,85,2.52,18.9,8.0
5674,52,86,2.4,13.2,10.9
5675,52,87,3.2,20.0,9.6
5676,52,88,2.27,17.2,7.9
5677,52,89,2.98,19.6,9.1
5678,52,90,2.47,15.8,9.4
5679,52,91,1.65,13.3,7.5
5680,52,92,4.75,30.3,9.4
5681,52,93,3.07,23.5,7.8
5682,52,94,3.38,21.4,9.5
5683,52,95,2.1,15.9,7.9
5684,52,96,2.43,17.0,8.6
5685,52,97,3.02,19.7,9.2
5686,52,98,3.04,18.9,9.6
5687,52,99,1.83,15.1,7.3
5688,52,100,1.97,16.2,7.3
5689,52,101,1.06,7.8,8.1
5690,52,102,1.24,11.4,6.5
5691,52,103,0.24,3.2,4.4
5692,52,104,2.51,18.9,8.0
5693,52,105,2.33,19.1,7.3
5694,52,106,2.79,23.1,7.2
5695,52,107,3.16,25.2,7.5
5696,52,108,3.0,22.0,8.2
5697,52,109,2.81,19.4,8.7
5698,52,110,3.53,22.2,9.5
5699,52,111,2.56,18.9,8.1
5700,52,112,1.62,13.0,7.5
5701,52,113,1.69,12.6,8.1
5702,52,114,2.55,18.3,8.4
5703,52,115,3.84,23.1,10.0
5704,52,116,1.31,10.4,7.5
5705,52,117,2.01,15.5,7.8
5706,52,118,3.55,22.1,9.6
5707,52,119,0.55,5.0,6.6
5708,52,120,3.76,22.9,9.9
5709,52,121,3.48,21.2,9.9
5710,52,122,3.06,19.8,9.3
5711,52,123,2.83,19.1,8.9
5712,52,124,3.3,21.3,9.3
5713,52,125,2.28,15.8,8.7
5714,52,126,3.52,21.2,10.0
