38,119,91,ZERO_RESULTS
38,118,92,ZERO_RESULTS
38,111,93,ZERO_RESULTS
38,110,94,ZERO_RESULTS
38,113,95,ZERO_RESULTS
38,112,96,ZERO_RESULTS
38,115,97,ZERO_RESULTS
38,114,98,ZERO_RESULTS
38,117,99,ZERO_RESULTS
38,116,100,ZERO_RESULTS
24,38,164,ZERO_RESULTS
30,38,239,ZERO_RESULTS
65,131,253,ZERO_RESULTS
65,130,254,ZERO_RESULTS
65,133,255,ZERO_RESULTS
65,132,256,ZERO_RESULTS
65,135,257,ZERO_RESULTS
65,134,258,ZERO_RESULTS
65,137,259,ZERO_RESULTS
65,136,260,ZERO_RESULTS
65,139,261,ZERO_RESULTS
65,138,262,ZERO_RESULTS
38,105,332,ZERO_RESULTS
34,38,424,ZERO_RESULTS
38,133,467,ZERO_RESULTS
38,132,468,ZERO_RESULTS
38,131,469,ZERO_RESULTS
38,130,470,ZERO_RESULTS
38,137,471,ZERO_RESULTS
38,136,472,ZERO_RESULTS
38,135,473,ZERO_RESULTS
38,134,474,ZERO_RESULTS
38,139,477,ZERO_RESULTS
38,138,478,ZERO_RESULTS
21,38,488,ZERO_RESULTS
65,119,580,ZERO_RESULTS
65,118,581,ZERO_RESULTS
65,113,583,ZERO_RESULTS
65,112,584,ZERO_RESULTS
65,111,585,ZERO_RESULTS
65,110,586,ZERO_RESULTS
65,117,587,ZERO_RESULTS
65,116,588,ZERO_RESULTS
65,115,589,ZERO_RESULTS
65,114,590,ZERO_RESULTS
36,38,671,ZERO_RESULTS
38,145,902,ZERO_RESULTS
6,38,940,ZERO_RESULTS
38,140,949,ZERO_RESULTS
38,88,1222,ZERO_RESULTS
38,89,1223,ZERO_RESULTS
38,82,1224,ZERO_RESULTS
38,83,1225,ZERO_RESULTS
38,80,1226,ZERO_RESULTS
38,81,1227,ZERO_RESULTS
38,86,1228,ZERO_RESULTS
38,87,1229,ZERO_RESULTS
38,84,1230,ZERO_RESULTS
38,85,1231,ZERO_RESULTS
65,88,1242,ZERO_RESULTS
65,89,1243,ZERO_RESULTS
65,84,1244,ZERO_RESULTS
65,85,1245,ZERO_RESULTS
65,86,1246,ZERO_RESULTS
65,87,1247,ZERO_RESULTS
65,80,1248,ZERO_RESULTS
65,81,1249,ZERO_RESULTS
65,82,1250,ZERO_RESULTS
65,83,1251,ZERO_RESULTS
4,38,1307,ZERO_RESULTS
38,48,1711,ZERO_RESULTS
22,38,1745,ZERO_RESULTS
26,38,1822,ZERO_RESULTS
38,49,2099,ZERO_RESULTS
38,46,2100,ZERO_RESULTS
38,47,2101,ZERO_RESULTS
38,44,2102,ZERO_RESULTS
38,45,2103,ZERO_RESULTS
38,42,2104,ZERO_RESULTS
38,43,2105,ZERO_RESULTS
38,40,2106,ZERO_RESULTS
38,41,2107,ZERO_RESULTS
23,38,2506,ZERO_RESULTS
38,64,2526,ZERO_RESULTS
38,65,2527,ZERO_RESULTS
38,66,2528,ZERO_RESULTS
38,67,2529,ZERO_RESULTS
38,60,2530,ZERO_RESULTS
38,61,2531,ZERO_RESULTS
38,62,2532,ZERO_RESULTS
38,63,2533,ZERO_RESULTS
38,68,2535,ZERO_RESULTS
38,69,2536,ZERO_RESULTS
27,38,2598,ZERO_RESULTS
10,38,2770,ZERO_RESULTS
9,38,2779,ZERO_RESULTS
31,38,2790,ZERO_RESULTS
20,38,2860,ZERO_RESULTS
35,38,3041,ZERO_RESULTS
65,66,3175,ZERO_RESULTS
65,67,3176,ZERO_RESULTS
65,68,3177,ZERO_RESULTS
65,69,3178,ZERO_RESULTS
38,144,4325,ZERO_RESULTS
38,142,4327,ZERO_RESULTS
38,143,4328,ZERO_RESULTS
8,38,4460,ZERO_RESULTS
19,38,4565,ZERO_RESULTS
3,38,4596,ZERO_RESULTS
65,140,4772,ZERO_RESULTS
65,141,4773,ZERO_RESULTS
65,142,4774,ZERO_RESULTS
65,143,4775,ZERO_RESULTS
65,144,4776,ZERO_RESULTS
65,145,4777,ZERO_RESULTS
11,38,4806,ZERO_RESULTS
38,108,5031,ZERO_RESULTS
38,109,5032,ZERO_RESULTS
14,38,5087,ZERO_RESULTS
65,122,5192,ZERO_RESULTS
65,123,5193,ZERO_RESULTS
65,120,5194,ZERO_RESULTS
65,121,5195,ZERO_RESULTS
65,126,5196,ZERO_RESULTS
65,127,5197,ZERO_RESULTS
65,124,5198,ZERO_RESULTS
65,125,5199,ZERO_RESULTS
65,128,5200,ZERO_RESULTS
65,129,5201,ZERO_RESULTS
5,38,5202,ZERO_RESULTS
18,38,5308,ZERO_RESULTS
38,124,5394,ZERO_RESULTS
38,125,5395,ZERO_RESULTS
38,126,5396,ZERO_RESULTS
38,127,5397,ZERO_RESULTS
38,120,5398,ZERO_RESULTS
38,121,5399,ZERO_RESULTS
38,122,5400,ZERO_RESULTS
38,123,5401,ZERO_RESULTS
38,128,5402,ZERO_RESULTS
38,129,5403,ZERO_RESULTS
38,141,5452,ZERO_RESULTS
65,108,5505,ZERO_RESULTS
65,109,5506,ZERO_RESULTS
65,104,5507,ZERO_RESULTS
65,105,5508,ZERO_RESULTS
65,106,5509,ZERO_RESULTS
65,107,5510,ZERO_RESULTS
65,100,5511,ZERO_RESULTS
65,101,5512,ZERO_RESULTS
65,102,5513,ZERO_RESULTS
65,103,5514,ZERO_RESULTS
33,38,5603,ZERO_RESULTS
37,38,5729,ZERO_RESULTS
38,99,6093,ZERO_RESULTS
38,98,6094,ZERO_RESULTS
38,91,6095,ZERO_RESULTS
38,90,6096,ZERO_RESULTS
38,93,6097,ZERO_RESULTS
38,92,6098,ZERO_RESULTS
38,95,6099,ZERO_RESULTS
38,94,6100,ZERO_RESULTS
38,97,6101,ZERO_RESULTS
38,96,6102,ZERO_RESULTS
65,93,6110,ZERO_RESULTS
65,92,6111,ZERO_RESULTS
65,91,6112,ZERO_RESULTS
65,90,6113,ZERO_RESULTS
65,97,6114,ZERO_RESULTS
65,96,6115,ZERO_RESULTS
65,95,6116,ZERO_RESULTS
65,94,6117,ZERO_RESULTS
65,99,6118,ZERO_RESULTS
65,98,6119,ZERO_RESULTS
32,38,6235,ZERO_RESULTS
17,38,6236,ZERO_RESULTS
13,38,6299,ZERO_RESULTS
65,77,6912,ZERO_RESULTS
65,76,6913,ZERO_RESULTS
38,59,6993,ZERO_RESULTS
38,58,6994,ZERO_RESULTS
38,55,6995,ZERO_RESULTS
38,54,6996,ZERO_RESULTS
38,57,6997,ZERO_RESULTS
38,56,6998,ZERO_RESULTS
38,51,6999,ZERO_RESULTS
38,50,7000,ZERO_RESULTS
38,53,7001,ZERO_RESULTS
38,52,7002,ZERO_RESULTS
16,38,7015,ZERO_RESULTS
12,38,7088,ZERO_RESULTS
38,79,7354,ZERO_RESULTS
38,78,7355,ZERO_RESULTS
38,73,7356,ZERO_RESULTS
38,72,7357,ZERO_RESULTS
38,71,7358,ZERO_RESULTS
38,70,7359,ZERO_RESULTS
38,77,7360,ZERO_RESULTS
38,76,7361,ZERO_RESULTS
38,75,7362,ZERO_RESULTS
38,74,7363,ZERO_RESULTS
15,38,7393,ZERO_RESULTS
