to,from,ID
43,144,2140
43,145,2141
86,117,2142
40,144,2143
86,114,2144
4,71,2145
4,70,2146
4,73,2147
86,115,2148
4,75,2149
4,74,2150
4,77,2151
4,76,2152
4,79,2153
15,24,2154
15,27,2155
15,26,2156
15,21,2157
15,20,2158
15,23,2159
15,22,2160
86,110,2161
142,143,2162
86,111,2163
142,145,2164
142,144,2165
22,58,2166
22,59,2167
5,118,2168
5,119,2169
22,52,2170
22,53,2171
5,114,2172
5,115,2173
22,56,2174
22,57,2175
22,54,2176
22,55,2177
33,90,2178
33,91,2179
53,96,2180
53,97,2181
53,94,2182
53,95,2183
53,92,2184
53,93,2185
53,90,2186
53,91,2187
40,143,2188
40,142,2189
40,141,2190
40,140,2191
53,98,2192
53,99,2193
33,93,2194
17,89,2195
17,88,2196
17,85,2197
17,84,2198
17,87,2199
17,86,2200
17,81,2201
17,80,2202
17,83,2203
17,82,2204
6,59,2205
6,58,2206
6,51,2207
6,50,2208
12,22,2209
6,52,2210
12,24,2211
6,54,2212
6,57,2213
12,27,2214
33,94,2215
6,47,2216
67,108,2217
12,29,2218
67,106,2219
67,107,2220
67,104,2221
67,105,2222
67,102,2223
67,103,2224
67,100,2225
67,101,2226
6,115,2227
6,114,2228
6,117,2229
6,116,2230
6,111,2231
6,110,2232
6,113,2233
6,112,2234
6,119,2235
6,118,2236
43,101,2237
33,96,2238
12,20,2239
14,18,2240
12,21,2241
6,53,2242
12,23,2243
6,55,2244
33,97,2245
12,25,2246
17,110,2247
17,111,2248
17,112,2249
17,113,2250
17,114,2251
17,115,2252
33,89,2253
33,88,2254
17,118,2255
17,119,2256
33,85,2257
6,56,2258
33,83,2259
33,82,2260
33,81,2261
33,80,2262
29,139,2263
29,138,2264
29,131,2265
29,130,2266
29,133,2267
29,132,2268
29,135,2269
29,134,2270
29,137,2271
29,136,2272
52,77,2273
52,76,2274
52,75,2275
52,74,2276
52,73,2277
52,72,2278
52,71,2279
52,70,2280
45,76,2281
52,79,2282
52,78,2283
13,81,2284
13,80,2285
13,83,2286
13,82,2287
13,85,2288
13,84,2289
13,87,2290
13,86,2291
13,89,2292
13,88,2293
18,88,2294
18,89,2295
11,103,2296
11,102,2297
11,105,2298
11,104,2299
11,107,2300
11,106,2301
18,80,2302
18,81,2303
18,82,2304
18,83,2305
18,84,2306
18,85,2307
18,86,2308
18,87,2309
63,99,2310
63,98,2311
63,91,2312
63,90,2313
63,93,2314
63,92,2315
63,95,2316
63,94,2317
63,97,2318
63,96,2319
67,109,2320
7,36,2321
41,88,2322
41,89,2323
41,86,2324
41,87,2325
41,84,2326
41,85,2327
41,82,2328
41,83,2329
41,80,2330
41,81,2331
61,144,2332
61,145,2333
7,104,2334
61,140,2335
61,141,2336
61,142,2337
61,143,2338
44,114,2339
44,115,2340
44,116,2341
44,117,2342
44,110,2343
44,111,2344
64,129,2345
64,128,2346
64,127,2347
64,126,2348
64,125,2349
64,124,2350
44,118,2351
64,122,2352
64,121,2353
64,120,2354
101,115,2355
101,114,2356
101,117,2357
101,116,2358
101,111,2359
101,110,2360
101,113,2361
101,112,2362
101,119,2363
101,118,2364
25,80,2365
25,81,2366
25,82,2367
25,83,2368
25,84,2369
25,85,2370
25,86,2371
25,87,2372
25,88,2373
25,89,2374
51,69,2375
51,68,2376
51,61,2377
51,60,2378
51,63,2379
51,62,2380
51,65,2381
51,64,2382
51,67,2383
51,66,2384
34,115,2385
34,114,2386
34,117,2387
34,116,2388
34,111,2389
34,110,2390
34,113,2391
34,112,2392
80,86,2393
34,119,2394
34,118,2395
49,137,2396
49,136,2397
49,135,2398
49,134,2399
49,133,2400
49,132,2401
49,131,2402
49,130,2403
49,139,2404
49,138,2405
77,140,2406
10,59,2407
10,58,2408
10,53,2409
10,52,2410
10,51,2411
10,50,2412
10,57,2413
10,56,2414
10,55,2415
10,54,2416
42,50,2417
42,51,2418
42,52,2419
42,53,2420
42,54,2421
42,55,2422
42,56,2423
42,57,2424
42,58,2425
42,59,2426
9,18,2427
9,19,2428
9,10,2429
78,99,2430
9,12,2431
9,13,2432
9,14,2433
9,15,2434
9,16,2435
78,98,2436
33,95,2437
78,91,2438
78,90,2439
14,122,2440
14,123,2441
14,120,2442
14,121,2443
14,126,2444
14,127,2445
59,136,2446
14,125,2447
59,138,2448
59,139,2449
14,128,2450
14,129,2451
37,87,2452
37,86,2453
37,85,2454
37,84,2455
141,142,2456
80,138,2457
80,139,2458
80,132,2459
80,133,2460
80,130,2461
80,131,2462
80,136,2463
80,137,2464
80,134,2465
80,135,2466
44,69,2467
44,68,2468
44,63,2469
44,62,2470
44,61,2471
44,60,2472
44,67,2473
44,66,2474
44,65,2475
44,64,2476
87,99,2477
87,98,2478
17,116,2479
87,93,2480
87,92,2481
87,91,2482
87,90,2483
87,97,2484
87,96,2485
87,95,2486
87,94,2487
33,87,2488
33,86,2489
33,84,2490
20,59,2491
56,91,2492
56,90,2493
56,93,2494
42,124,2495
56,95,2496
42,122,2497
56,97,2498
56,96,2499
56,99,2500
56,98,2501
42,129,2502
42,128,2503
90,126,2504
90,127,2505
23,39,2506
23,38,2507
90,122,2508
90,123,2509
90,120,2510
90,121,2511
23,33,2512
23,32,2513
23,31,2514
23,30,2515
23,37,2516
23,36,2517
90,128,2518
90,129,2519
68,145,2520
68,144,2521
68,141,2522
68,140,2523
68,143,2524
68,142,2525
24,118,2526
38,64,2527
38,65,2528
38,66,2529
38,67,2530
38,60,2531
38,61,2532
38,62,2533
38,63,2534
24,119,2535
38,68,2536
38,69,2537
16,42,2538
16,43,2539
7,18,2540
7,19,2541
16,46,2542
6,41,2543
16,44,2544
16,45,2545
7,12,2546
7,13,2547
7,10,2548
7,11,2549
7,16,2550
7,17,2551
7,14,2552
7,15,2553
84,118,2554
84,119,2555
83,99,2556
83,98,2557
84,110,2558
84,111,2559
84,112,2560
84,113,2561
84,114,2562
84,115,2563
83,91,2564
83,90,2565
43,128,2566
43,129,2567
43,122,2568
43,123,2569
43,120,2570
43,121,2571
43,126,2572
43,127,2573
43,124,2574
43,125,2575
4,99,2576
4,98,2577
4,97,2578
4,96,2579
4,95,2580
4,94,2581
4,93,2582
4,92,2583
4,91,2584
4,90,2585
22,70,2586
22,71,2587
22,72,2588
22,73,2589
22,74,2590
22,75,2591
22,76,2592
22,77,2593
22,78,2594
22,79,2595
5,138,2596
5,139,2597
27,39,2598
27,38,2599
27,37,2600
27,36,2601
27,35,2602
27,34,2603
27,33,2604
27,32,2605
27,31,2606
27,30,2607
60,86,2608
98,99,2609
7,116,2610
92,144,2611
31,122,2612
92,142,2613
67,128,2614
67,129,2615
67,120,2616
67,121,2617
67,122,2618
67,123,2619
67,124,2620
67,125,2621
67,126,2622
67,127,2623
6,133,2624
6,132,2625
6,131,2626
6,130,2627
6,137,2628
6,136,2629
6,135,2630
6,134,2631
6,139,2632
6,138,2633
31,126,2634
72,140,2635
72,141,2636
72,142,2637
72,143,2638
72,144,2639
72,145,2640
52,106,2641
52,107,2642
52,104,2643
52,105,2644
52,102,2645
52,103,2646
52,100,2647
52,101,2648
27,111,2649
27,110,2650
27,113,2651
27,112,2652
27,115,2653
27,114,2654
52,108,2655
27,116,2656
29,113,2657
29,112,2658
29,111,2659
29,110,2660
29,117,2661
29,116,2662
29,115,2663
29,114,2664
29,119,2665
29,118,2666
52,99,2667
52,98,2668
52,95,2669
52,94,2670
52,97,2671
52,96,2672
52,91,2673
52,90,2674
52,93,2675
52,92,2676
75,132,2677
75,133,2678
75,130,2679
75,131,2680
75,136,2681
75,137,2682
75,134,2683
75,135,2684
75,138,2685
75,139,2686
5,96,2687
11,101,2688
11,129,2689
11,128,2690
11,100,2691
11,123,2692
11,122,2693
11,121,2694
11,120,2695
11,127,2696
11,126,2697
11,125,2698
11,124,2699
5,97,2700
13,78,2701
5,90,2702
11,109,2703
11,108,2704
13,79,2705
17,36,2706
5,91,2707
72,97,2708
5,92,2709
64,141,2710
64,140,2711
64,143,2712
64,142,2713
64,145,2714
64,144,2715
5,93,2716
25,68,2717
25,69,2718
25,66,2719
25,67,2720
25,64,2721
25,65,2722
25,62,2723
25,63,2724
25,60,2725
25,61,2726
7,8,2727
7,9,2728
10,128,2729
10,129,2730
10,126,2731
10,127,2732
10,124,2733
10,125,2734
10,122,2735
10,123,2736
10,120,2737
10,121,2738
54,144,2739
54,145,2740
54,140,2741
54,141,2742
54,142,2743
54,143,2744
111,145,2745
111,144,2746
62,78,2747
62,79,2748
34,139,2749
34,138,2750
34,137,2751
34,136,2752
34,135,2753
34,134,2754
34,133,2755
34,132,2756
34,131,2757
34,130,2758
13,76,2759
137,138,2760
137,139,2761
10,31,2762
10,30,2763
10,33,2764
10,32,2765
10,35,2766
10,34,2767
10,37,2768
10,36,2769
10,39,2770
10,38,2771
9,36,2772
9,37,2773
9,34,2774
9,35,2775
9,32,2776
9,33,2777
9,30,2778
32,74,2779
9,38,2780
9,39,2781
134,137,2782
134,136,2783
134,135,2784
57,58,2785
134,143,2786
32,72,2787
134,140,2788
134,139,2789
134,138,2790
31,38,2791
134,141,2792
64,72,2793
64,73,2794
64,70,2795
64,71,2796
64,76,2797
134,144,2798
64,74,2799
64,75,2800
64,78,2801
134,145,2802
31,39,2803
32,78,2804
14,108,2805
14,109,2806
14,104,2807
14,105,2808
14,106,2809
14,107,2810
14,100,2811
14,101,2812
14,102,2813
14,103,2814
80,114,2815
80,115,2816
80,116,2817
80,117,2818
80,110,2819
80,111,2820
80,112,2821
80,113,2822
80,118,2823
80,119,2824
23,51,2825
23,50,2826
23,53,2827
23,52,2828
23,55,2829
23,54,2830
23,57,2831
23,56,2832
23,59,2833
23,58,2834
90,100,2835
90,101,2836
90,102,2837
90,103,2838
90,104,2839
90,105,2840
90,106,2841
90,107,2842
90,108,2843
90,109,2844
31,32,2845
31,33,2846
31,34,2847
31,35,2848
31,36,2849
31,37,2850
8,99,2851
8,98,2852
8,93,2853
8,92,2854
8,91,2855
8,90,2856
8,97,2857
8,96,2858
8,95,2859
8,94,2860
20,38,2861
20,39,2862
20,36,2863
20,37,2864
20,34,2865
20,35,2866
20,32,2867
20,33,2868
20,30,2869
20,31,2870
12,57,2871
16,68,2872
116,133,2873
44,112,2874
116,132,2875
16,60,2876
16,61,2877
16,62,2878
44,113,2879
16,64,2880
104,123,2881
16,66,2882
16,67,2883
104,122,2884
66,121,2885
70,72,2886
116,136,2887
43,104,2888
43,105,2889
43,106,2890
43,107,2891
43,100,2892
66,123,2893
43,102,2894
43,103,2895
64,123,2896
66,122,2897
43,108,2898
43,109,2899
44,119,2900
21,113,2901
116,143,2902
21,112,2903
116,139,2904
116,138,2905
40,69,2906
21,117,2907
40,68,2908
21,116,2909
22,98,2910
22,99,2911
22,96,2912
22,97,2913
22,94,2914
22,95,2915
22,92,2916
22,93,2917
22,90,2918
22,91,2919
16,57,2920
40,63,2921
40,62,2922
7,70,2923
7,27,2924
7,72,2925
7,73,2926
7,74,2927
7,75,2928
7,76,2929
16,58,2930
7,78,2931
7,79,2932
60,145,2933
60,144,2934
60,141,2935
60,140,2936
60,143,2937
60,142,2938
15,61,2939
15,60,2940
15,63,2941
15,62,2942
15,65,2943
15,64,2944
15,67,2945
15,66,2946
15,69,2947
15,68,2948
116,140,2949
46,98,2950
46,99,2951
46,90,2952
46,91,2953
46,92,2954
46,93,2955
46,94,2956
46,95,2957
46,96,2958
46,97,2959
58,140,2960
58,141,2961
58,142,2962
58,143,2963
58,144,2964
58,145,2965
13,77,2966
13,71,2967
46,118,2968
46,119,2969
46,112,2970
46,113,2971
46,110,2972
46,111,2973
46,116,2974
46,117,2975
46,114,2976
46,115,2977
26,92,2978
26,93,2979
26,90,2980
26,91,2981
26,96,2982
26,97,2983
26,94,2984
26,95,2985
26,98,2986
26,99,2987
60,85,2988
13,37,2989
60,84,2990
120,138,2991
120,139,2992
120,134,2993
120,135,2994
120,136,2995
120,137,2996
120,130,2997
120,131,2998
120,132,2999
120,133,3000
27,133,3001
27,132,3002
27,131,3003
27,130,3004
27,137,3005
27,136,3006
27,135,3007
27,134,3008
27,139,3009
27,138,3010
52,120,3011
52,121,3012
74,88,3013
52,123,3014
52,124,3015
52,125,3016
52,126,3017
52,127,3018
52,128,3019
52,129,3020
74,80,3021
74,81,3022
74,86,3023
74,87,3024
74,84,3025
74,85,3026
116,141,3027
67,142,3028
119,123,3029
67,140,3030
67,141,3031
67,144,3032
119,122,3033
53,112,3034
119,120,3035
119,127,3036
53,115,3037
35,36,3038
35,37,3039
53,116,3040
119,124,3041
35,38,3042
35,39,3043
103,119,3044
103,118,3045
75,118,3046
75,119,3047
75,114,3048
75,115,3049
103,111,3050
103,110,3051
75,110,3052
75,111,3053
103,115,3054
103,114,3055
72,122,3056
72,123,3057
72,120,3058
72,121,3059
72,126,3060
72,127,3061
72,124,3062
72,125,3063
72,128,3064
72,129,3065
15,36,3066
15,37,3067
15,34,3068
15,35,3069
15,32,3070
15,33,3071
15,30,3072
15,31,3073
25,44,3074
25,45,3075
25,46,3076
25,47,3077
25,40,3078
25,41,3079
25,42,3080
25,43,3081
58,68,3082
58,69,3083
25,48,3084
25,49,3085
10,108,3086
10,109,3087
10,100,3088
10,101,3089
10,102,3090
10,103,3091
10,104,3092
10,105,3093
10,106,3094
10,107,3095
84,85,3096
84,87,3097
84,86,3098
3,143,3099
84,89,3100
84,88,3101
8,144,3102
8,145,3103
115,145,3104
115,144,3105
115,141,3106
115,140,3107
115,143,3108
115,142,3109
110,128,3110
110,129,3111
110,126,3112
110,127,3113
110,124,3114
110,125,3115
110,122,3116
110,123,3117
110,120,3118
110,121,3119
10,19,3120
10,18,3121
10,17,3122
10,16,3123
10,15,3124
10,14,3125
10,13,3126
10,12,3127
10,11,3128
59,83,3129
59,82,3130
59,81,3131
59,80,3132
59,87,3133
59,86,3134
59,85,3135
59,84,3136
59,89,3137
59,88,3138
42,98,3139
42,99,3140
46,145,3141
57,74,3142
57,75,3143
57,76,3144
57,77,3145
57,70,3146
57,71,3147
57,72,3148
57,73,3149
57,78,3150
57,79,3151
46,144,3152
46,143,3153
46,142,3154
48,58,3155
48,59,3156
48,52,3157
48,53,3158
48,50,3159
48,51,3160
48,56,3161
48,57,3162
48,54,3163
48,55,3164
62,63,3165
23,79,3166
23,78,3167
23,77,3168
23,76,3169
23,75,3170
23,74,3171
23,73,3172
23,72,3173
23,71,3174
23,70,3175
65,66,3176
65,67,3177
65,68,3178
65,69,3179
68,109,3180
68,108,3181
68,101,3182
68,100,3183
68,103,3184
68,102,3185
68,105,3186
68,104,3187
68,107,3188
68,106,3189
56,73,3190
56,72,3191
23,97,3192
127,142,3193
127,143,3194
127,140,3195
127,141,3196
127,144,3197
127,145,3198
23,91,3199
56,76,3200
78,115,3201
78,114,3202
78,117,3203
78,116,3204
78,111,3205
56,75,3206
78,113,3207
78,112,3208
56,74,3209
78,119,3210
78,118,3211
4,135,3212
4,134,3213
4,137,3214
4,136,3215
4,131,3216
4,130,3217
4,133,3218
4,132,3219
4,139,3220
4,138,3221
6,9,3222
6,8,3223
55,89,3224
55,88,3225
55,87,3226
55,86,3227
55,85,3228
55,84,3229
55,83,3230
55,82,3231
55,81,3232
55,80,3233
7,58,3234
7,59,3235
7,56,3236
7,57,3237
7,54,3238
7,55,3239
7,52,3240
7,53,3241
7,50,3242
7,51,3243
39,81,3244
39,80,3245
39,83,3246
39,82,3247
39,85,3248
39,84,3249
39,87,3250
39,86,3251
39,89,3252
39,88,3253
15,49,3254
15,48,3255
15,47,3256
15,46,3257
15,45,3258
15,44,3259
15,43,3260
15,42,3261
15,41,3262
15,40,3263
32,88,3264
32,89,3265
32,80,3266
32,81,3267
32,82,3268
32,83,3269
32,84,3270
32,85,3271
32,86,3272
32,87,3273
89,99,3274
89,98,3275
9,11,3276
89,91,3277
89,90,3278
89,93,3279
89,92,3280
89,95,3281
89,94,3282
89,97,3283
89,96,3284
58,122,3285
58,123,3286
58,120,3287
58,121,3288
58,126,3289
58,127,3290
58,124,3291
58,125,3292
58,128,3293
58,129,3294
9,17,3295
46,134,3296
46,135,3297
46,136,3298
46,137,3299
46,130,3300
46,131,3301
46,132,3302
46,133,3303
46,138,3304
46,139,3305
52,142,3306
52,143,3307
52,140,3308
52,141,3309
52,144,3310
52,145,3311
54,99,3312
47,132,3313
113,129,3314
113,128,3315
113,121,3316
113,120,3317
113,123,3318
113,122,3319
113,125,3320
113,124,3321
113,127,3322
113,126,3323
103,135,3324
103,134,3325
103,137,3326
103,136,3327
103,131,3328
103,130,3329
103,133,3330
103,132,3331
35,58,3332
35,59,3333
103,139,3334
103,138,3335
11,44,3336
72,108,3337
72,109,3338
72,104,3339
72,105,3340
72,106,3341
72,107,3342
72,100,3343
72,101,3344
72,102,3345
72,103,3346
63,79,3347
63,78,3348
63,73,3349
63,72,3350
63,71,3351
63,70,3352
63,77,3353
63,76,3354
63,75,3355
63,74,3356
71,125,3357
71,124,3358
71,127,3359
71,126,3360
71,121,3361
71,120,3362
71,123,3363
71,122,3364
71,129,3365
71,128,3366
46,141,3367
46,140,3368
33,123,3369
25,26,3370
25,27,3371
33,122,3372
25,29,3373
18,124,3374
18,125,3375
33,127,3376
33,126,3377
69,75,3378
51,89,3379
51,88,3380
33,125,3381
69,74,3382
51,83,3383
51,82,3384
51,81,3385
51,80,3386
51,87,3387
51,86,3388
51,85,3389
51,84,3390
69,76,3391
69,71,3392
6,109,3393
33,129,3394
69,70,3395
59,130,3396
27,92,3397
35,129,3398
35,128,3399
59,131,3400
35,125,3401
35,124,3402
35,127,3403
35,126,3404
35,121,3405
59,132,3406
35,123,3407
35,122,3408
59,133,3409
18,128,3410
59,134,3411
18,129,3412
59,135,3413
14,124,3414
69,79,3415
59,137,3416
69,78,3417
37,83,3418
37,82,3419
110,140,3420
110,141,3421
110,142,3422
110,143,3423
110,144,3424
110,145,3425
106,138,3426
106,139,3427
37,80,3428
106,130,3429
106,131,3430
106,132,3431
106,133,3432
106,134,3433
106,135,3434
106,136,3435
106,137,3436
82,118,3437
82,119,3438
95,109,3439
95,108,3440
82,112,3441
82,113,3442
82,110,3443
82,111,3444
82,116,3445
82,117,3446
82,114,3447
82,115,3448
85,106,3449
85,107,3450
85,104,3451
85,105,3452
85,102,3453
85,103,3454
78,88,3455
78,89,3456
78,84,3457
78,85,3458
68,125,3459
85,108,3460
85,109,3461
96,106,3462
96,107,3463
96,104,3464
96,105,3465
96,102,3466
96,103,3467
96,100,3468
96,101,3469
96,108,3470
96,109,3471
40,73,3472
72,73,3473
72,75,3474
72,74,3475
72,77,3476
72,76,3477
72,79,3478
72,78,3479
35,68,3480
68,69,3481
47,144,3482
48,70,3483
17,107,3484
48,72,3485
48,73,3486
48,74,3487
48,75,3488
48,76,3489
17,106,3490
48,78,3491
48,79,3492
40,72,3493
17,105,3494
17,104,3495
17,103,3496
47,145,3497
17,102,3498
17,101,3499
17,100,3500
90,144,3501
90,145,3502
90,140,3503
90,141,3504
90,142,3505
90,143,3506
68,123,3507
68,122,3508
26,145,3509
26,144,3510
26,143,3511
68,126,3512
26,141,3513
26,140,3514
8,57,3515
8,56,3516
8,55,3517
68,128,3518
8,53,3519
8,52,3520
8,51,3521
8,50,3522
5,101,3523
5,100,3524
56,144,3525
56,145,3526
56,142,3527
56,143,3528
56,140,3529
56,141,3530
31,70,3531
54,55,3532
31,71,3533
5,102,3534
47,143,3535
78,139,3536
78,138,3537
78,137,3538
78,136,3539
78,135,3540
78,134,3541
78,133,3542
78,132,3543
78,131,3544
78,130,3545
20,72,3546
20,73,3547
20,70,3548
20,71,3549
20,76,3550
20,77,3551
20,74,3552
20,75,3553
20,78,3554
20,79,3555
4,113,3556
4,112,3557
4,111,3558
4,110,3559
4,117,3560
4,116,3561
4,115,3562
4,114,3563
47,97,3564
47,96,3565
4,119,3566
4,118,3567
47,93,3568
47,92,3569
47,91,3570
47,90,3571
81,91,3572
81,90,3573
81,93,3574
81,92,3575
81,95,3576
81,94,3577
81,97,3578
81,96,3579
81,99,3580
81,98,3581
60,101,3582
60,100,3583
60,103,3584
60,102,3585
60,105,3586
60,104,3587
60,107,3588
60,106,3589
60,109,3590
60,108,3591
112,142,3592
112,143,3593
112,140,3594
112,141,3595
112,144,3596
112,145,3597
58,108,3598
58,109,3599
58,104,3600
58,105,3601
58,106,3602
58,107,3603
58,100,3604
58,101,3605
58,102,3606
58,103,3607
3,96,3608
3,97,3609
3,94,3610
3,95,3611
3,92,3612
3,93,3613
3,90,3614
3,91,3615
75,145,3616
3,98,3617
3,99,3618
40,41,3619
40,43,3620
40,42,3621
40,45,3622
40,44,3623
40,47,3624
40,46,3625
40,49,3626
103,140,3627
13,97,3628
63,108,3629
63,109,3630
13,94,3631
114,144,3632
114,145,3633
63,100,3634
63,101,3635
114,140,3636
114,141,3637
114,142,3638
114,143,3639
125,131,3640
125,130,3641
125,133,3642
125,132,3643
125,135,3644
125,134,3645
125,137,3646
125,136,3647
125,139,3648
125,138,3649
119,141,3650
119,140,3651
119,143,3652
119,142,3653
119,145,3654
119,144,3655
53,138,3656
53,139,3657
53,136,3658
53,137,3659
53,134,3660
53,135,3661
53,132,3662
53,133,3663
53,130,3664
53,131,3665
24,52,3666
36,41,3667
35,78,3668
35,79,3669
35,70,3670
35,71,3671
35,72,3672
35,73,3673
35,74,3674
35,75,3675
35,76,3676
35,77,3677
117,145,3678
117,144,3679
117,143,3680
117,142,3681
117,141,3682
117,140,3683
16,108,3684
16,109,3685
16,106,3686
16,107,3687
16,104,3688
16,105,3689
16,102,3690
16,103,3691
16,100,3692
16,101,3693
42,127,3694
42,126,3695
42,125,3696
56,92,3697
42,123,3698
56,94,3699
42,121,3700
42,120,3701
113,143,3702
113,142,3703
113,141,3704
113,140,3705
113,145,3706
113,144,3707
48,132,3708
97,98,3709
97,99,3710
37,89,3711
71,109,3712
71,108,3713
71,107,3714
71,106,3715
48,133,3716
71,104,3717
71,103,3718
90,124,3719
71,101,3720
71,100,3721
90,125,3722
37,88,3723
10,144,3724
10,145,3725
10,140,3726
10,141,3727
10,142,3728
83,141,3729
85,100,3730
23,35,3731
23,34,3732
85,101,3733
95,127,3734
82,135,3735
82,136,3736
95,124,3737
82,130,3738
82,131,3739
82,132,3740
82,133,3741
82,138,3742
82,139,3743
95,129,3744
95,128,3745
35,107,3746
35,106,3747
35,105,3748
35,104,3749
35,103,3750
35,102,3751
35,101,3752
35,100,3753
35,109,3754
35,108,3755
49,51,3756
49,50,3757
49,53,3758
49,52,3759
49,55,3760
49,54,3761
49,57,3762
49,56,3763
49,59,3764
49,58,3765
32,64,3766
49,89,3767
37,81,3768
32,63,3769
108,118,3770
108,119,3771
108,110,3772
108,111,3773
108,112,3774
108,113,3775
108,114,3776
108,115,3777
108,116,3778
108,117,3779
106,112,3780
106,113,3781
106,110,3782
106,111,3783
106,116,3784
106,117,3785
106,114,3786
106,115,3787
48,138,3788
106,118,3789
106,119,3790
11,90,3791
11,91,3792
11,92,3793
11,93,3794
11,94,3795
11,95,3796
11,96,3797
11,97,3798
11,98,3799
11,99,3800
96,120,3801
96,121,3802
96,122,3803
96,123,3804
96,124,3805
96,125,3806
96,126,3807
96,127,3808
96,128,3809
96,129,3810
9,90,3811
9,91,3812
9,92,3813
9,93,3814
9,94,3815
9,95,3816
9,96,3817
9,97,3818
9,98,3819
9,99,3820
76,91,3821
64,103,3822
48,98,3823
48,99,3824
48,96,3825
48,97,3826
48,94,3827
48,95,3828
48,92,3829
48,93,3830
48,90,3831
48,91,3832
64,102,3833
87,139,3834
8,74,3835
8,77,3836
8,76,3837
8,71,3838
8,70,3839
8,73,3840
8,72,3841
87,131,3842
87,130,3843
87,133,3844
87,132,3845
87,135,3846
87,134,3847
87,137,3848
87,136,3849
26,121,3850
26,120,3851
26,123,3852
26,122,3853
26,125,3854
26,124,3855
26,127,3856
26,126,3857
26,129,3858
26,128,3859
63,68,3860
47,126,3861
47,127,3862
47,124,3863
47,125,3864
47,122,3865
47,123,3866
47,120,3867
47,121,3868
47,128,3869
47,129,3870
55,107,3871
66,110,3872
3,64,3873
66,111,3874
66,112,3875
66,113,3876
66,114,3877
66,115,3878
40,78,3879
104,138,3880
40,79,3881
116,127,3882
20,58,3883
104,136,3884
66,119,3885
20,50,3886
20,51,3887
20,52,3888
20,53,3889
20,54,3890
20,55,3891
20,56,3892
20,57,3893
63,135,3894
16,40,3895
16,41,3896
63,139,3897
16,47,3898
63,138,3899
39,102,3900
24,58,3901
16,48,3902
16,49,3903
62,107,3904
60,129,3905
60,128,3906
60,123,3907
60,122,3908
60,121,3909
60,120,3910
60,127,3911
60,126,3912
60,125,3913
60,124,3914
62,106,3915
62,105,3916
90,99,3917
83,97,3918
83,96,3919
83,95,3920
83,94,3921
83,93,3922
83,92,3923
84,116,3924
84,117,3925
3,78,3926
3,79,3927
3,74,3928
3,75,3929
3,76,3930
3,77,3931
3,70,3932
3,71,3933
3,72,3934
3,73,3935
63,124,3936
63,125,3937
63,126,3938
63,127,3939
63,120,3940
63,121,3941
63,122,3942
63,123,3943
40,67,3944
40,66,3945
40,65,3946
40,64,3947
63,128,3948
63,129,3949
40,61,3950
40,60,3951
19,48,3952
19,76,3953
19,77,3954
19,74,3955
19,75,3956
19,72,3957
19,73,3958
19,70,3959
19,71,3960
19,78,3961
19,79,3962
53,118,3963
53,119,3964
119,129,3965
119,128,3966
53,110,3967
53,111,3968
119,121,3969
53,113,3970
53,114,3971
119,126,3972
119,125,3973
53,117,3974
30,111,3975
30,110,3976
30,113,3977
30,112,3978
30,115,3979
30,114,3980
30,117,3981
30,116,3982
30,119,3983
30,118,3984
8,140,3985
8,141,3986
8,142,3987
8,143,3988
107,116,3989
16,128,3990
16,129,3991
16,120,3992
16,121,3993
16,122,3994
16,123,3995
16,124,3996
16,125,3997
16,126,3998
16,127,3999
29,68,4000
29,69,4001
29,62,4002
29,63,4003
29,60,4004
29,61,4005
29,66,4006
29,67,4007
29,64,4008
29,65,4009
19,39,4010
5,134,4011
5,135,4012
5,136,4013
5,137,4014
5,130,4015
5,131,4016
5,132,4017
5,133,4018
138,144,4019
138,145,4020
138,142,4021
138,143,4022
138,140,4023
138,141,4024
20,105,4025
20,104,4026
20,107,4027
20,106,4028
20,101,4029
20,100,4030
20,103,4031
20,102,4032
20,109,4033
20,108,4034
49,142,4035
49,143,4036
30,124,4037
30,125,4038
8,133,4039
8,132,4040
8,135,4041
8,134,4042
8,137,4043
8,136,4044
24,87,4045
24,86,4046
24,85,4047
24,84,4048
24,83,4049
24,82,4050
24,81,4051
24,80,4052
24,89,4053
24,88,4054
95,141,4055
95,140,4056
95,143,4057
95,142,4058
95,145,4059
95,144,4060
49,79,4061
49,78,4062
49,77,4063
49,76,4064
49,75,4065
49,74,4066
49,73,4067
49,72,4068
49,71,4069
49,70,4070
108,132,4071
108,133,4072
108,130,4073
108,131,4074
108,136,4075
108,137,4076
108,134,4077
108,135,4078
108,138,4079
108,139,4080
14,93,4081
14,92,4082
14,91,4083
14,90,4084
14,97,4085
14,96,4086
14,95,4087
14,94,4088
14,99,4089
14,98,4090
76,139,4091
76,138,4092
76,135,4093
76,134,4094
76,137,4095
76,136,4096
76,131,4097
76,130,4098
76,133,4099
76,132,4100
11,78,4101
11,79,4102
11,76,4103
11,77,4104
11,74,4105
11,75,4106
11,72,4107
11,73,4108
11,70,4109
11,71,4110
24,54,4111
96,142,4112
96,143,4113
96,140,4114
96,141,4115
96,144,4116
96,145,4117
24,55,4118
24,56,4119
24,57,4120
24,50,4121
24,51,4122
8,13,4123
8,12,4124
8,11,4125
31,139,4126
8,17,4127
8,16,4128
8,15,4129
8,14,4130
31,132,4131
31,133,4132
8,19,4133
31,131,4134
31,136,4135
31,137,4136
31,134,4137
31,135,4138
