ID,orig,dest,polyline
7774,78,119,igtaG~x|pLjEiPnDgN^kAr@mBj@Oj@CtAW`AYpFgBnC{@~@oAxAmBT[DIjBqHLSFYd@iBx@_LhA}P`@uFfC^lCZfC`@j@mIHsAA{@CMB?V@CKLAXMT_@He@Ag@Qa@QSEI@QdAeClAqCPUDAD?x@mBbBzADPXHnJ~IrMbMFJ?THTJDJ?rC^`@D`AJ^Lb@X^\Vd@Rj@Lr@FrAAxFLvBHRTbArHt[bApEhHzZ@Ph^mNCQEBEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]DHP~@B?Ko@h@W@AAIYiBFCoAiHm@cDhBs@bCiAxEkBrGgCnAc@eAiGsA{H
7775,78,120,igtaG~x|pLjEiPnDgN^kAr@mBj@Oj@CtAW`AYpFgBnC{@~@oAxAmBT[DIjBqHLSFYd@iBx@_LhA}P`@uFfC^lCZfC`@j@mIHsAA{@CMB?V@CKLAXMT_@He@Ag@Qa@QSEI@QdAeClAqCPUDAD?x@mBbBzADPXHnJ~IrMbMFJ?THTJDJ?rC^`@D`AJ^Lb@X^\Vd@Rj@Lr@FrAAxFLvBHRTbArHt[bApEhHzZ@PBXjPwGlLoE|Ag@v@[bG}BzH{CxDuAtD}ArFyB~J}D`@Wn@iAp@gAp@|@~BpCTJxAtBh@dAVt@dAnDhAfEz@|Cd@vAp@tB|@fDPb@\jAVx@vC`KbBzFfBbGhAzDlAlEn@hCdArC`@pA|AxGv@|Cj@nBzA`Fl@rANLpAvCVv@PdABv@AtHHpCFjAFn@Tx@nA~CHf@|@xAZf@Lf@TIfJsClBo@xBw@JIn@Ej@?h@DtB\xBn@dBr@rBbAnAl@fAZ|AVpAFpAAzCMfEKhBI^GfDc@|Cc@^KlB`AbIbFvF`Dj@TN@r@FbADfEDrDCrA@xADfALxBd@hDt@h@RXN~@z@t@n@VV~@J
7776,78,121,igtaG~x|pLjEiPnDgN^kAr@mBj@Oj@CtAW`AYpFgBnC{@~@oAxAmBT[DIjBqHLSFYd@iBx@_LhA}P`@uFfC^lCZfC`@j@mIHsAA{@CMB?V@CKLAXMT_@He@Ag@Qa@QSEI@QdAeClAqCPUDAD?x@mBbBzADPXHnJ~IrMbMFJ?THTJDJ?rC^`@D`AJ^Lb@X^\Vd@Rj@Lr@FrAAxFLvBHRTbArHt[bApEhHzZ@PBXjPwGlLoE|Ag@v@[bG}BzH{CxDuAtD}ArFyB~J}D`@Wn@iAp@gAp@|@~BpCTJxAtBh@dAVt@dAnDhAfEz@|Cd@vAp@tB|@fDPb@\jAVx@vC`KbBzFfBbGhAzDlAlEn@hCdArC`@pA|AxGv@|Cj@nBzA`Fl@rANLpAvCVv@PdABv@AtHHpCFjAFn@Tx@nA~CHf@|@xAZf@Lf@TIfJsClBo@xBw@JIn@Ej@?h@DtB\xBn@dBr@rBbAnAl@fAZ|AVpAFpAAzCMfEKhBI^GfDc@|Cc@^KlB`AbIbFvF`Dj@TN@r@FbADfEDrDC~@@
7777,78,122,igtaG~x|pLjEiPnDgN^kAr@mBj@Oj@CtAW`AYpFgBnC{@~@oAxAmBT[DIjBqHLSFYd@iBx@_LhA}P`@uFfC^lCZfC`@j@mIHsAA{@CMB?V@CKLAXMT_@He@Ag@Qa@QSEI@QdAeClAqCPUDAD?x@mBbBzADPXHnJ~IrMbMFJ?THTJDJ?rC^`@D`AJ^Lb@X^\Vd@Rj@Lr@FrAAxFLvBHRTbArHt[bApEhHzZ@PBXjPwGlLoE|Ag@v@[bG}BzH{CxDuAtD}ArFyB~J}D`@Wn@iAp@gAp@|@~BpCTJxAtBh@dAVt@dAnDhAfEz@|Cd@vAp@tB|@fDPb@\jAVx@vC`KbBzFfBbGhAzDlAlEn@hCdArC`@pA|AxGv@|Cj@nBzA`Fl@rANLpAvCVv@PdABv@AtHHpCFjAFn@Tx@nA~CHf@|@xAZf@Lf@TIfJsClBo@xBw@JIn@Ej@?h@DtB\xBn@dBr@rBbAnAl@fAZ|AVpAFpAAzCMfEKhBIMsAYaDSeBBW?QCQFCTNr@N~A`AA~@
7778,78,123,igtaG~x|pLjEiPnDgN^kAr@mBj@Oj@CtAW`AYpFgBnC{@~@oAxAmBT[DIjBqHLSFYd@iBx@_LhA}P`@uFfC^lCZfC`@j@mIHsAA{@CMB?V@CKLAXMT_@He@Ag@Qa@QSEI@QdAeClAqCPUDAD?x@mBbBzADPXHnJ~IrMbMFJ?THTJDJ?rC^`@D`AJ^Lb@X^\Vd@Rj@Lr@FrAAxFLvBHRTbArHt[bApEhHzZ@PBXjPwGlLoE|Ag@v@[bG}BzH{CxDuAtD}ArFyB~J}D`@Wn@iAbC{D^o@VMlBcDLNDEDCLDFKD@LNPHJFJ@HO@SLQTQV?XDh@NHDHRFXN\b@p@BVJTjAbBPNF?|AoCHKDFT\fAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LbBp@FQ|Bz@jCz@pBf@pGzAtBf@j@Dr@DvBGPCjBGrDQnGEbMKbIGfCE\XWZ
7779,78,124,igtaG~x|pLjEiPnDgN^kAr@mBj@Oj@CtAW`AYpFgBnC{@~@oAxAmBT[DIjBqHLSFYd@iBx@_LhA}P`@uFfC^lCZfC`@j@mIHsAA{@CMB?V@CKLAXMT_@He@Ag@Qa@QSEI@QdAeClAqCPUDAD?x@mBbBzADPXHnJ~IrMbMFJ?THTJDJ?rC^`@D`AJ^Lb@X^\Vd@Rj@Lr@FrAAxFLvBHRTbArHt[bApEhHzZ@PBXjPwGlLoE|Ag@v@[bG}BzH{CxDuAtD}ArFyB~J}D`@Wn@iAbC{D^o@VMlBcDLNDEDCLDFKD@LNPHJFJ@HO@SLQTQV?XDh@NHDHRFXN\b@p@BVJTjAbBPNF?|AoCHKDFT\fAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LpBz@lB~@z@\vEdA|ElA`@NxBh@`@f@h@hA^r@`Ar@xBrAVRLLTBT@xA|@hBtAdFlE|D`DpJpGjCfAzAf@nBh@pA^`@FfANR?TCRDDA^e@TKF@vATxExAhFlCbEzBMb@
7780,78,125,igtaG~x|pLjEiPnDgN^kAr@mBj@Oj@CtAW`AYpFgBnC{@~@oAxAmBT[DIjBqHLSFYd@iBx@_LhA}P`@uFfC^lCZfC`@j@mIHsAA{@CMB?V@CKLAXMT_@He@Ag@Qa@QSEI@QdAeClAqCPUDAD?x@mBbBzADPXHnJ~IrMbMFJ?THTJDJ?rC^`@D`AJ^Lb@X^\Vd@Rj@Lr@FrAAxFLvBHRTbArHt[bApEhHzZ@PBXjPwGlLoE|Ag@v@[bG}BzH{CxDuAtD}ArFyB~J}D`@Wn@iAbC{D^o@VMlBcDLNDEDCLDFKD@LNPHJFJ@HO@SLQTQV?XDh@NHDHRFXN\b@p@BVJTjAbBPNF?|AoCHKDFT\fAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LpBz@lB~@z@\vEdA|ElA`@NxBh@`@f@h@hA^r@TN
7781,78,126,igtaG~x|pLI\In@F`C~HeB^IHFDDHLbDrINr@l@vFFRDf@VFbDdAjF|AtCd@XLJM|O~JxErCdJrFfAn@`@`@lB|Bh@p@d@y@vAsCb@}@b@{@X\PTDJFf@JrAVnFf@pM|Ah`@LhE?LT|FVdKDbBHv@VrHN~E?j@VjHNtDJfBZtIXlHF|@RnED|Ar@r@^Vf@T\Jh@Hj@DAPDPlHfJ^h@f@j@f@Xb@V\Ff@FvAErFUpCKHEHi@PcCD]vBZF?VQv@hCP^TAbGqAtBa@pBUzAYjDs@rAc@pBcA|@a@PGf@Uv@e@\[t@y@n@o@|@q@d@[~C_BvBgAzA}@dCeBt@m@r@y@h@u@f@_Ad@_AzAcE~B}FxByEzByEz@kBR[l@a@~A]XI~E}@j@B`@Hn@Ti@`Fg@`FInBA\?dAH~CDNQxAGl@hDbAMx@Cd@Dp@Lf@LXV\b@VZLId@Gb@ItA?d@PjC`@tEJ`@RN`APC`AOjBk@bIK~AUbBWhAeAjCOaA
7782,78,127,igtaG~x|pLI\In@F`C~HeB^IHFDDHLbDrINr@l@vFFRDf@VFbDdAjF|AtCd@XLJM|O~JxErCdJrFfAn@`@`@lB|Bh@p@d@y@vAsCb@}@b@{@X\PTDJFf@JrAVnFf@pM|Ah`@LhE?LT|FVdKDbBHv@VrHN~E?j@VjHNtDJfBZtIXlHF|@RnED|Ar@r@^Vf@T\Jh@Hj@DAPDPlHfJ^h@f@j@f@Xb@V\Ff@FvAErFUpCKHEHi@PcCD]vBZF?VQv@hCP^TAbGqAtBa@pBUzAYjDs@rAc@pBcA|@a@PGf@Uv@e@\[t@y@n@o@|@q@d@[~C_BvBgAzA}@n@c@
7783,78,128,igtaG~x|pLjEiPnDgN^kAr@mBj@Oj@CtAW`AYpFgBnC{@~@oAxAmBT[DIjBqHLSFYd@iBhP`CtK|ApG`Ae@|GGdAAr@Df@Pz@`@x@d@f@f@TlAXtB\fAqD|@qCpBoGzBgHL?d@eANIN@NLHTA^
7784,78,129,igtaG~x|pLI\In@F`CNhD^`ILdDIzAK`B?xA@dA\rDJ~@f@pC|AfJpBlOzC|U`BnMjArJVVHHn@lAJFRD^Jb@oCn@yAFMMMn@eARa@DMXFj@JjBXrBZfB\jB\I`@YvAAV?NMRCFWbAu@bE}@tEKPABLTDJBBrDfBLJNg@f@uBbEtBXJ`@JF?x@}ETqAlAn@
7785,78,130,igtaG~x|pLI\In@F`CNhD^`ILdDIzAK`B?xA@dA\rDJ~@f@pC|AfJpBlOzC|U`BnMJv@p@L
7786,78,131,igtaG~x|pLI\In@F`C~HeBtAY|Ba@rH_BbBa@`IeBHCF@j@HrAh@~Av@NFTFzFpCx@b@rHlD`ElBlD~AxBhA|At@dElBvCxA|BfAHEDI@IDcAzAf@tElFjBlBtA|AtAdBV`@bC|CdHbJbGtGlExEcEpIg@nA{AzCiDhHpB|BhCvCr@z@SP
7787,78,132,igtaG~x|pLI\In@F`CNhD^`ILdDIzAK`B?xA@dA\rDJ~@f@pC|AfJpBlOzC|U`BnMjArJIHiIzBFXKZOh@NE
7788,78,133,igtaG~x|pLI\In@F`CNhD^`ILdDIzAK`B?xA@dA\rDJ~@f@pC|AfJpBlOzC|U`BnMjArJIHiIzBaCn@MBW?_ESwDQ{@EiBK[dSEZK`@?Rb@|Dp@nE\hAr@fC~BdIb@rAWT
7789,78,134,igtaG~x|pLI\In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^@VAj@@x@VdCTvC?VO`A@VS`AgA~E}@dEiAtE[~Aa@lCoAhJ_DnUY`Bw@|C{@vBkAlCcCvFcDbHgIjQW`@[NIJGNELAVKh@gAh@a@Z}A|AcAjAc@p@i@dA[v@mBfFiAxCi@~@uDpEyH~IcKrLiFdGiApAGMBo@
7790,78,135,igtaG~x|pLI\In@F`C~HeB^IHFDDHLbDrINr@l@vFFRDf@VFbDdAjF|AtCd@XLJM|O~JjC~Au@fCo@zBUr@
7791,78,136,igtaG~x|pLjEiPnDgN^kAr@mBj@Oj@CtAW`AYpFgBnC{@~@oAxAmBT[DI\wAhB|@rBv@Dc@nGfA~O~B`G|@j@g@@e@LoBTkD
7792,78,137,igtaG~x|pLI\In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^@VAj@@x@VdCTvC?VO`A@VS`AgA~E}@dEiAtE[~Aa@lCoAhJ_DnUY`Bw@|C{@vBkAlCcCvFcDbHgIjQW`@[NIJGNELAVKh@bAWXG`AQ
7793,78,138,igtaG~x|pLI\In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^@VAj@@x@VdCTvC?VO`A@VS`AgA~E}@dEiAtE[~Aa@lCoAhJ_DnUY`Bw@|C{@vBy@nBOIk@t@]`@
7794,78,139,igtaG~x|pLI\In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^y@dAmE~DmCdCwPcKYhAaEbQoBdI_EtPw@fCgJ|WgGnQeG|QiGbRyAvEmCdIo@hBYb@CHm@b@
7795,78,140,igtaG~x|pLI\In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^@VAj@@x@VdCTvC?VO`A@VS`AgA~E}@dEiAtE[~Aa@lCoAhJ_DnUY`Bw@|C{@vBkAlCw@dBMKQGK?[TcAz@_JlH}FlFqBjB_FhFmAxAkAs@eF}CSOy@k@gAm@gBkAgBcA{BuAwA_AiKkG{KwGkAw@_@V
7796,78,141,igtaG~x|pLI\In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^y@dAmE~DmCdCwPcKYhAaEbQoBdI_EtPw@fCgJ|WgGnQeG|QiGbRyAvEmCdI[`Ai@Y_@QyE_Cs@a@SQg@m@Wi@wAgEaAsCy@aBmByCeAaBOSu@k@A[
7797,78,142,igtaG~x|pLI\In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^y@dAmE~DmCdCwPcKYhAaEbQoBdI_EtPw@fCgJ|WgGnQeG|QiGbRyAvEmCdI[`Ai@Y_@QyE_Cs@a@SQg@m@Wi@wAgEaAsCy@aBmByCeAaBOSu@k@Cc@EQIUMOUAEBINGVCPBVDPJPJHy@rAYd@k@xAWjAYlBS~@[dA]~@[n@s@fAuAbBc@p@m@rAeAlCo@hBa@hAGE
7798,78,143,igtaG~x|pLI\In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^y@dAmE~DwGhGcAxDuBlIgGvViBtH_A|BaA~BmBkA{@i@sAbCmAdCoGyD
7799,78,144,igtaG~x|pLI\In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^@VAj@@x@VdCTvC?VO`A@VS`AgA~E}@dEiAtE[~Aa@lCoAhJ_DnUY`Bw@|C{@vBkAlCcCvFcDbHgIjQW`@[NIJGNELAVKh@gAh@a@Z}A|AcAjAc@p@i@dA[v@mBfFiAxCi@~@uDpEyH~IcKrLiFdGMNc@k@WYuEqF}LqNcInCOD
7800,78,145,igtaG~x|pLI\In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^@VAj@@x@VdCTvC?VO`A@VS`AgA~E}@dEiAtE[~Aa@lCoAhJ_DnUY`Bw@|C{@vBkAlCw@dBMKQGK?[TcAz@_JlH}FlFqBjB_FhF{AhB]f@eA`AqDdDoAv@aCnAECECi@o@V{@
7801,79,80,q`taGl__qLvPqTnDyE`DcEhLeOlNyQzDeF~ByCnJ_Mr@_ADARBVP~@qDT{@Ty@T_@nCb@xDr@vAV^FJT
7802,79,81,q`taGl__qLvPqTnDyE`DcEhLeOlGgInBiCmB{@sAq@gB}@oB_AOC}@a@oB}@^uFbAiO|@yMd@{G|AkVzCwd@HIFWhG|@HsAA{@CMB?V@CKQCOEKKSk@Ao@D]CWFUZq@t@mBnAsC^}@ASCWKIFO?GkAoAOOL[Rq@p@cBvCcHlEsKXRrCpDXZZN`E`BpBp@|@`@XVVd@bB|Cr@nAh@j@x@n@l@d@b@Tj@R\BH?`@DZ@R?NCVQXO`Ae@XOTGp@GnBVfEv@nB\xA`@JD?X?R@BFHZJV?h@A\F`@\Lb@?PHLPLCs@BEB@@n@A?Ei@?WFg@Nk@Xg@XUHGB@ADUNKD?IRSUFOeAQ_AfBo@Fj@JDPF`@ClCaAdEcBhHuCZMeBaNWwB?a@?oBLsGRyGB_CEqAGsA
7803,79,82,q`taGl__qLvPqTnDyE`DcErAeBJMzKdHlGxDbCxAxIfFp@f@`AhAbBtBrAeCjBwDDIJNTVJNDPFh@JbB^lIpAn\x@pS?|@h@jO@x@@xAFbADTF|BJ|BJdDHpCANTjFHrCJtBJdC\lJRbFJnAPvEB~@XZh@b@b@Vf@PfAPV@?HAJHRrHpJ|@dAjAp@l@Jt@B`CMnHWRCDGZ}DDKzB^FCHGFGv@hCR^|AYzEcAvB_@dBSlB_@pCm@j@Qv@]hB_Aj@WZK|@g@b@[^_@n@s@`A{@h@a@`Ak@nFmCzA}@~AgAhA{@^[nAcBz@}Aj@uA~AmEl@{AzBeFjA_CbDgH^a@h@YtE}@dB[`@Cj@Hb@JnDdAfAV~ATjCHl@?ZEv@Sv@c@PSx@kAt@{@fB_CbA}@f@]vAm@@p@ATEz@nAVl@JnAZKn@Mp@GT
7804,79,83,q`taGl__qLvPqTnDyE`DcEhLeOlGgInBiCrBdAvExB|FjCtDjBdChAvJxELKBGDiAzAf@z@eBbC}Er@oAvEkJdAuBhAwBhA_Bt@w@v@k@p@_@nAk@bGcC`QaHbLkE`Bg@fAe@tHwCtHuC|CgAhD{A|H{CzF{Bf@WRM`@w@V_@xC}EVMlBcDzDuGfAaBhCiCxAuArAcBhMkPhGgIhDgEzC_E|AqBj@}@v@qAfB}CNYf@i@xBeB~NkLpNeLd@_@
7805,79,84,q`taGl__qLvPqTnDyE`DcEhLeOlGgInBiCmB{@sAq@gB}@oB_AOC}@a@oB}@^uFbAiO|@yMd@{G|AkVzCwd@HIFWhG|@jG~@PFtBX^aG@IdBZ
7806,79,85,q`taGl__qLvPqTnDyE`DcEhLeOlGgInBiCmB{@sAq@gB}@oB_AOC}@a@oB}@^uFbAiO|@yMd@{G|AkVzCwd@HIFWhG|@HsAA{@CMB?V@CKQCOEKKSk@Ao@D]CWFUZq@t@mBnAsC^}@ASCWKIFO?GkAoAOOL[Rq@p@cBvCcHlEsKh@}@JYLeARMVgB`@cDTiBl@iCJYP_@TSj@k@`@]vB{Bl@c@`@DRJfA}GvAyI|@aFTy@\k@b@g@X[vAkAbAo@f@S`AWnB_@vE{@nA[P^JPRLb@J`BBlAF?wD~@GtAGx@QhA[d@Q\Yf@i@`EkElDuDTUSg@_AaCcCuGvAwBbDeIJSRSj@uAlDuJbEeLr@uB\s@vAuDhDsK|AkFhDdC~B`Bh@d@j@p@dArAlBbCtBbCjC|ChAdArA`BxBhCvIlKrBhCxDrEn@|@fBzBdFjG~FlH~FpH`GtHbC|C|@jAZ?~BA`EEnEA
7807,79,86,q`taGl__qLvPqTnDyE`DcErAeBJMzKdHlGxDbCxAxIfFp@f@`AhAbBtBd@y@rA|A~@hAx@fAn@qA~BqE|DrE`I~IbLpMfKhLhEbFfAnABCBAFDFBHAjAuBDA@F]l@f@l@Vg@BCBDADAB}@bBUROHI?NWb@m@Xg@^s@l@w@n@{@`CcFPWn@k@h@e@r@gAVm@AQDGFEREH@p@C`@BlCPbBNxBPdAJbARRDr@N~@NX?l@JlIfAt@JHaBViEP_Dh@FhB?hBCPAbAc@~@c@lJsDVTHPbAxBX^tBtB|@jA~@dA|@n@vBrAn@\?i@Bo@Du@BWJsANJdAj@v@V`@HXBrAAv@BnAN`AXdAPXAj@Kl@UxAgAXQTPNBx@|@hAjAjDrDbKzK[~@{@rCCf@~A`F
7808,79,87,q`taGl__qLvPqTnDyE`DcErAeBJMzKdHlGxDbCxAxIfFp@f@`AhAbBtBrAeCjBwDDIJNTVJNDPFh@JbB^lIpAn\x@pS?|@NzDy@CgEQiAEwABW@
7809,79,88,q`taGl__qLvPqTnDyElBcC
7810,79,89,q`taGl__qLf@q@f@rDd@jDpAfKbBtMnBpOTrBZV`@t@Vb@FBKl@Kz@Q~AGr@G|@EzAYtAMf@_@`AIR?NQXKL[ViD|@c@@i@AsDS
7811,79,90,q`taGl__qLvPqTnDyE`DcEhLeOlGgInBiCmB{@sAq@gB}@oB_AOC}@a@oB}@^uFbAiO|@yMd@{G|AkVzCsd@
7812,79,91,q`taGl__qLvPqTnDyE`DcEhLeOlNyQzDeF~ByCrHwJ
7813,79,92,q`taGl__qLvPqTnDyE`DcEhLeOlGgInBiCmB{@sAq@gB}@oB_AOC}@a@oB}@^uFbAiO|@yMd@{G|AkVzCwd@HIFWhG|@HsAA{@CMB?V@CKQCOEKKSk@Ao@D]CWFUZq@t@mBnAsC^}@ASCWKIFO?GkAoAOOL[Rq@p@cBvCcHlEsKh@}@JYLeARMVgB`@cDTiBl@iCJYP_@TSj@k@`@]vB{Bl@c@`@DRJfA}GvAyI|@aFTy@\k@b@g@X[vAkAbAo@f@S`AWnB_@vE{@nA[P^JPRLb@J`BBlAF?wD~@GtAGx@QhA[d@Q\Yf@i@`EkElDuDTUSg@_AaCcCuGvAwBbDeIJSRSj@uAlDuJbEeLr@uB\s@vAuDhDsK|AkFhDdC~B`Bh@d@j@p@dArAlBbCtBbCjC|ChAdArA`BxBhCvIlKrBhCxDrEn@|@fBzBdFjG~FlH~FpHvCvDLN|C_BjFqCrBeA`@OpCwAr@]l@Uv@SvBSh@GxAKNMLFJ@RANIFGh@@A}AIe@Vy@Z]pAoAVQTEf@?vG??eKBKTeAfBXtAJrB@rAAhBuAjAcAZ_@Zm@HWJs@?g@OkA@SBORg@HW@QCQEi@?c@Ba@ViBT{@f@{AT]RUAWXQTGZ@N@LGTIJILSh@gB~F_S|@YBC@CpDmLBB@BHLJV@D?FPI\OTIHAJB^d@P^VbAFXZa@^e@LYPs@LY^uAPe@?MW}@?SXcB@Y@Od@wANo@EMCG?M~AaI`CK~GM|AOFVVr@@NMd@jDlEvBfCfBxB
7814,79,93,q`taGl__qLvPqTnDyE`DcEhLeOlGgInBiCmB{@sAq@gB}@oB_AOC}@a@oB}@^uFbAiO|@yMd@{G|AkVzCwd@HIFWhG|@HsAA{@CMB?V@CKQCOEKKSk@Ao@D]CWFUZq@t@mBnAsC^}@ASCWKIFO?GkAoAOOL[Rq@p@cBvCcHlEsKh@}@JYLeARMVgB`@cDTiBl@iCJYP_@TSj@k@`@]vB{Bl@c@`@DRJfA}GvAyI|@aFTy@\k@b@g@X[vAkAbAo@f@S`AWnB_@vE{@nA[P^JPRLb@J`BBlAF?wD~@GtAGx@QhA[d@Q\Yf@i@`EkElDuDTUSg@_AaCcCuGvAwBbDeIJSRSj@uAlDuJbEeLr@uB\s@vAuDhDsK|AkFhDdC~B`Bh@d@j@p@dArAlBbCtBbCjC|ChAdArA`BxBhCvIlKrBhCxDrEn@|@fBzBdFjG~FlH~FpHvCvDLN|C_BjFqCrBeA`@OpCwAr@]l@Uv@SvBSh@GxAKNMLFJ@RANIFGh@@|BBjHGnDIrKOjA_@~Bo@l@UzAo@VG^CFFPHZ?NEJMLUBM@Eb@c@x@a@VMl@W
7815,79,94,q`taGl__qLf@q@Y{Bs@{EaBqJYeCYqDAi@BgBLyABm@@}@SyDk@qME_BBe@bA}Df@kBsA{@AEDmCF}BGmBU}A{@sDEWL{@?eA?EG_@?CKe@KEc@OWUSSSc@MQYgAq@iDcAgGq@kIQwCo@aH{@}JUuEMwAKw@}@eE}@mDaB{Gc@cBm@{B?YF}@HUDs@ASAIM]g@k@Hm@HQr@c@`@gA`@iAn@VXB\AxAWNG~@_@nAq@fAy@fBgBzIuIrB{BrA}AxCmDf@q@jBoCfDcFNQ
7816,79,95,q`taGl__qLvPqTnDyE`DcEhLeOlGgInBiCmB{@sAq@gB}@oB_AOCyDeB
7817,79,96,q`taGl__qLf@q@f@rDd@jDpAfKbBtMnBpOTrBZV`@t@Vb@\HTFFBTaBLm@J[j@kAMMR[n@iAnA{Cl@kAd@wApCkJ
7818,79,97,q`taGl__qLf@q@f@rDd@jDpAfKbBtMnBpOTrBZV`@t@Vb@\HTFFBTaBLm@J[j@kAMMR[n@iADO`@HpCb@dC`@xB`@dARGVSdAIf@?ZUd@c@tBUpAvCfAdA\VHFSRu@vAoFbGxCt@\z@f@
7819,79,98,q`taGl__qLvPqTnDyE`DcEhLeOlGgInBiCmB{@sAq@gB}@oB_AOC}@a@oB}@^uFbAiO|@yMd@{G|AkVzCwd@HIFWPaCUq@KIGAOQ_@K_@[yAqAAGBOH]He@nAyJv@oGh@}AnCoGeAqDlBeEFqB@e@G}CC]GkD?yABcAA_@K}@B{A^iBCi@Mg@SYOMUCy@QQMOOQa@Ki@Qm@ISc@qA}@gCIGMCKDWLIAIIM[IQSNKF
7820,79,99,q`taGl__qLvPqTnDyE`DcEhLeOlGgInBiCmB{@sAq@gB}@oB_AOC}@a@oB}@^uFbAiO|@yMd@{G|AkVzCwd@HIFWhG|@HsAA{@CMB?V@CKQCOEKKSk@Ao@D]CWFUZq@t@mBnAsC^}@ASCWKIFO?GkAoAOOL[Rq@p@cBvCcHlEsKh@}@JYLeARMVgB`@cDTiBl@iCJYP_@TSj@k@`@]vB{Bl@c@`@DRJfA}GvAyI|@aFTy@\k@b@g@X[vAkAbAo@f@S`AWnB_@vE{@nA[D~@@|A[@
7821,79,100,q`taGl__qLvPqTnDyE`DcEhLeOlGgInBiCrBdAvExB|FjCtDjBdChAvJxELKBGDiAzAf@z@eBbC}Er@oAvEkJdAuBhAwBhA_Bt@w@v@k@p@_@nAk@bGcC`QaHbLkE`Bg@fAe@tHwCtHuC|CgAhD{A|H{CzF{Bf@WRM`@w@V_@xC}EVMlBcDNNHILDFKRPRHNHHEHa@VWLGl@Dt@VDFDXHV^j@NXD\xAtBLHF?dB{CrBpDp@lAx@bBnAxBhBlDx@|AJONKBEBKJST[p@e@\[Pk@Ji@d@{ARe@?Gb@kBr@yCVaBLa@Xi@^g@HQJi@DQVg@l@s@FKLH\^jC|BtDnCtEtDxC|BfBjAVJT?^?t@JNcCTmAZcD
7822,79,101,q`taGl__qLvPqTnDyE`DcErAeBJMzKdHlGxDbCxAxIfFp@f@`AhAbBtBrAeCjBwDDIJNTVJNDPFh@JbB^lIpAn\x@pS?|@h@jOn@@nAAn@At@G|I{@zF]~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUJgDNcEF?DE@IF{@AVBH^BJABy@D??SnAPv@JtBZ~@HfA}QJ_A?SL?P@THj@h@fCfCzA`BdGzGbAbAi@jA
7823,79,102,q`taGl__qLvPqTnDyE`DcEhLeOlGgInBiCrBdAvExB|FjCtDjBdChAvJxELKBGDiAzAf@z@eBbC}Er@oAvEkJdAuBhAwBhA_Bt@w@v@k@p@_@nAk@bGcC`QaHbLkE`Bg@fAe@tHwCtHuC|CgAhD{A|H{CAk@HgAr@wI}@kAoCmDMYGIQGF}@F]Pc@rHcMjD}FDMHJ~ArBDIVc@T[TGnCqClAmABMt@w@x@gA`FsGz@cAzAjCpAaBjF{GfC}CLQ
7824,79,103,q`taGl__qLvPqTnDyE`DcEhLeOlGgInBiCrBdAvExB|FjCtDjBdChAvJxELKBGDiAzAf@z@eBbC}Er@oAvEkJdAuBhAwBhA_Bt@w@v@k@p@_@nAk@bGcC`QaHbLkE`Bg@fAe@tHwCtHuC|CgAPKUcA_@eC_AcFMMIo@qAqHoA}G
