ID,orig,dest,duration,distance
8276,10,118,1443,7280
8277,84,96,796,3464
8278,84,97,1003,4255
8279,84,94,657,2363
8280,84,95,438,2032
8281,84,92,2656,10483
8282,84,93,2237,8180
8283,35,138,1569,7421
8284,35,139,2046,9650
8285,35,136,1009,4286
8286,35,137,1658,7688
8287,35,134,1923,9092
8288,35,135,1320,6148
8289,35,132,1563,7129
8290,35,133,2035,9768
8291,35,130,1442,6772
8292,35,131,1436,6496
8293,106,129,2200,9794
8294,106,128,1956,8624
8295,73,76,392,1525
8296,73,77,1021,3585
8297,73,74,183,440
8298,73,75,485,2049
8299,106,123,1544,7100
8300,106,122,1734,7412
8301,106,121,1878,8334
8302,106,120,2084,9388
8303,106,127,2181,8847
8304,106,126,2084,9206
8305,106,125,1459,6344
8306,106,124,1789,7982
8307,59,98,1060,4495
8308,59,99,424,1245
8309,59,94,1092,4310
8310,59,95,1250,5498
8311,59,96,1874,8393
8312,59,97,1585,7442
8313,59,90,960,4041
8314,59,91,1302,5529
8315,59,92,1538,6485
8316,59,93,1119,4182
8317,41,106,1956,7907
8318,95,118,875,3994
8319,95,119,1407,6318
8320,95,116,1001,4222
8321,95,117,1190,4524
8322,95,114,922,3439
8323,95,115,938,4456
8324,95,112,1172,4519
8325,95,113,876,3661
8326,95,110,1275,5803
8327,95,111,956,3448
8328,41,101,685,3164
8329,84,90,149,575
8330,84,91,389,1715
8331,44,98,705,3109
8332,44,99,204,309
8333,12,117,1180,4473
8334,12,116,875,3358
8335,84,98,507,1803
8336,84,99,834,2425
8337,44,90,605,2655
8338,44,91,947,4143
8339,17,117,1845,8104
8340,5,117,1043,4025
8341,6,7,867,2959
8342,11,37,1234,5181
8343,48,67,1199,5034
8344,48,66,1788,8303
8345,48,65,649,2536
8346,48,64,304,1129
8347,48,63,569,2622
8348,48,62,1501,6462
8349,48,61,991,4118
8350,48,60,617,1789
8351,48,69,1829,7748
8352,48,68,1341,6067
8353,11,39,964,3600
8354,5,112,893,3410
8355,23,68,1216,5653
8356,23,69,1554,6662
8357,87,142,1240,5547
8358,87,143,1105,3996
8359,87,144,1100,5060
8360,87,145,857,3805
8361,23,60,444,1248
8362,23,61,861,3663
8363,23,62,1371,6007
8364,23,63,584,2848
8365,23,64,387,1662
8366,23,65,805,3445
8367,23,66,1646,7674
8368,23,67,1057,4406
8369,68,134,908,4713
8370,68,135,189,881
8371,68,136,429,2014
8372,68,137,624,3235
8373,68,130,385,1852
8374,68,131,285,1517
8375,68,132,551,2266
8376,68,133,556,2751
8377,8,44,2094,9143
8378,8,45,938,4430
8379,8,46,897,4648
8380,8,47,2116,9114
8381,68,138,754,3606
8382,68,139,1031,5271
8383,8,42,1596,7251
8384,8,43,2216,9201
8385,92,131,2661,10658
8386,6,89,1367,6415
8387,76,96,231,1153
8388,76,95,384,1691
8389,76,93,2008,7327
8390,76,92,2419,10027
8391,89,144,643,3128
8392,89,145,400,1874
8393,89,142,783,3616
8394,89,143,628,2554
8395,89,140,631,2609
8396,89,141,667,2956
8397,112,116,380,1638
8398,84,143,1075,4536
8399,84,142,1655,7517
8400,84,141,1515,6825
8401,84,140,1479,6478
8402,84,145,1254,5758
8403,84,144,1502,6891
8404,78,120,2620,11629
8405,78,121,2516,11189
8406,78,122,2434,10505
8407,78,123,2395,10140
8408,78,124,2526,10892
8409,78,125,2195,9255
8410,78,126,2106,8738
8411,78,127,1556,6314
8412,78,128,594,2898
8413,78,129,806,3162
8414,20,61,1111,4472
8415,20,60,644,1851
8416,20,63,656,2785
8417,20,62,1621,6816
8418,20,65,738,2659
8419,20,64,392,1292
8420,20,67,1293,5076
8421,20,66,1908,8656
8422,20,69,1754,7265
8423,20,68,1368,6129
8424,73,78,725,2964
8425,4,126,1490,6848
8426,4,127,1587,6489
8427,4,124,1238,5753
8428,4,125,907,4115
8429,4,122,1183,5183
8430,4,123,1107,5001
8431,4,120,1532,7159
8432,4,121,1326,6106
8433,4,128,1463,6883
8434,4,129,1644,7503
8435,55,98,1187,5196
8436,55,99,834,3071
8437,55,90,1033,3900
8438,55,91,881,2595
8439,55,92,1682,7376
8440,55,93,1272,4676
8441,55,94,1337,5756
8442,55,95,1038,3310
8443,55,96,1106,3847
8444,55,97,1028,4804
8445,24,42,998,2759
8446,7,49,720,2590
8447,7,48,370,1223
8448,7,41,1826,8079
8449,7,40,430,1844
8450,7,43,284,950
8451,7,42,982,2856
8452,7,45,1459,6270
8453,7,44,499,1626
8454,7,47,498,1800
8455,7,46,1341,4940
8456,30,67,1211,4424
8457,60,112,680,2478
8458,60,113,39,76
8459,60,110,1801,9027
8460,60,111,393,1374
8461,60,116,164,636
8462,60,117,594,2305
8463,60,114,359,1364
8464,60,115,918,4107
8465,60,118,856,3646
8466,60,119,592,2288
8467,39,92,1365,6168
8468,39,93,955,3467
8469,39,90,1431,5742
8470,39,91,1279,4436
8471,39,96,1505,5688
8472,39,97,1665,6631
8473,39,94,1609,6596
8474,39,95,1437,5152
8475,39,98,1459,6036
8476,39,99,771,2764
8477,15,58,1424,6975
8478,15,59,1970,8773
8479,15,50,1607,7183
8480,15,51,2187,9325
8481,15,52,1575,7076
8482,15,53,1485,6964
8483,15,54,1950,8624
8484,15,55,1728,7374
8485,15,56,2445,10343
8486,15,57,1928,8426
8487,86,112,1457,6429
8488,36,48,760,2579
8489,36,49,396,1393
8490,58,131,1016,4582
8491,58,130,1545,7267
8492,58,133,1615,7854
8493,58,132,1414,6514
8494,58,135,979,4436
8495,58,134,1774,8477
8496,58,137,1749,8434
